Horror Wiki Index,char index,actor,character,stripped character
439,0,Robert J. Z'Darsky,"Matthew ""Matt"" Cordell/Maniac Cop",matthew matt cordell maniac cop
439,1,Robert J. Davi,Detective Lieutenant Sean McKinney,detective lieutenant sean mckinney
439,2,Bruce L. Campbell,Officer Jack W. Forrest Jr.,officer jack w forrest jr
439,3,Claudia A. Christian,Officer Susan Riley,officer susan riley
439,4,Michael Lerner,Commissioner Edward Doyle,commissioner edward doyle
439,5,Laurene L. Coughlin,Officer Theresa Mallory,officer theresa mallory
439,6,Clarence Williams lll,Joseph T. Blum,joseph t blum
439,7,Leo Rossi,Steven Turkell,steven turkell
439,8,Paula Trickey,Cheryl,cheryl
498,0,Robert Z'Darsky,Officer Matthew Cordell/Maniac Cop,officer matthew cordell maniac cop
498,1,Robert David,Detective Lieutenant Sean McKinney,detective lieutenant sean mckinney
498,2,Caitlin Dulany,Doctor Susan Fowler,doctor susan fowler
498,3,Gretchen Becker,Officer Katie Sullivan,officer katie sullivan
498,4,Paul Gleason,Hank Cooney,hank cooney
498,5,Jackie Earle Haley,Frank Jessup,frank jessup
498,6,Julius Harris,Houngan Malfaiteur,houngan malfaiteur
498,7,Grand L. Bush,William,william
498,8,Doug Savant,Doctor Peter Myerson,doctor peter myerson
498,9,Robert Forster,Doctor Powell,doctor powell
498,10,Bobby Di Cicco,Bishop,bishop
498,11,Frank Pesce,Tribble,tribble
498,12,Lou Diaz,Lieutenant Leon,lieutenant leon
498,13,Brenda Varda,Gina Lindsey,gina lindsey
498,14,Vanessa Marquez,Terry,terry
498,15,Jeffrey Anderson-Gunter,Janitor,janitor
498,16,Jophery Brown,Degrazia,degrazia
498,17,Vinnie Curto,Kenyon,kenyon
497,0,Ally Sheedy,Lori Tanner,lori tanner
497,1,Lance Henriksen,Dr. Jarret,dr jarret
497,2,Robert Costanzo,Detective Frankie Kovacs,detective frankie kovacs
497,3,Fredric Lehne,Perry,perry
497,4,John Cassini,Detective Emilio Bendetti,detective emilio bendetti
497,5,J.D. Daniels,Rudy,rudy
497,6,William Sanderson,Ray,ray
497,7,Trula M. Marcus,Annie,annie
497,8,Robin Frates,Judy Sanders,judy sanders
497,9,Frank Welker,the vocal effects of Max,vocal effects of max
497,10,Rick Barker,Mailman,mailman
497,11,Mickey Cassidy,Paperboy,paperboy
497,12,Thomas Rosales,Jr. as Mugger,jr as mugger
38,0,Erika Blanc,Young Elizabeth von Salmenau,young elizabeth von salmenau
38,1,Anton Diffring,Balthasar von Ross,balthasar von ross
38,2,Reggie Nalder,Natas,natas
38,3,Percy Hoven,Alexander,alexander
38,4,Jean-Pierre Zola,Nicholas,nicholas
38,5,Astrid Kilian,Clementine,clementine
38,6,Ellen Umlauf,Abbess,abbess
311,0,Emilio Estevez,"William ""Billy"" Robinson",william billy robinson
311,1,Pat Hingle,Bubba Hendershot,bubba hendershot
311,2,Laura Harrington,Brett,brett
311,3,Christopher Murney,Camp Loman,camp loman
311,4,Yeardley Smith,Connie,connie
311,5,J.C. Quinn,Duncan 'Dunc' Keller,duncan dunc keller
311,6,John Short,Curtis 'Curt',curtis curt
311,7,Holter Graham,Deke Keller,deke keller
311,8,Pat Miller,Joe 'Joey',joe joey
311,9,Barry Bell,Steve Gayton,steve gayton
311,10,Frankie Faison,Handy,handy
311,11,J. Don Ferguson,Andy,andy
311,12,Jack Canon,Max,max
311,13,Leon Rippy,Brad,brad
311,14,Bob Gooden,Barry,barry
311,15,John Brasington,Frank,frank
311,16,R. Pickett Bugg,Rolf,rolf
311,17,Richard Chapman,Jr. as Ajirjint the Helper/Dead Gas Station Attendant,jr as ajirjint helper dead gas station attendant
311,18,Bernie Pock,Loman Face Stealer,loman face stealer
311,19,Bob Gunter,Coach,coach
311,20,Bill Huggins,Umpire,umpire
311,21,Ned Austin,The Drawbridgemaster,drawbridgemaster
311,22,Giancarlo Esposito,Ill-Fated Videoplayer,ill fated videoplayer
311,23,Stephen King,Man At Bank ATM,man at bank atm
311,24,Marla Maples,2nd Woman,2nd woman
311,25,Martin Tucker,2nd Man,2nd man
311,26,Denver Mattson,Dead Man Killed by Chainsaw,dead man killed by chainsaw
311,27,Barry Nolan,Male Newscaster Voice,male newscaster voice
311,28,Hal Fishman,Anchorman Voice,anchorman voice
311,29,Greg Sheldon,AC/DC van driver,ac dc van driver
311,30,Evan A. Lotman,Grey Van Driver,grey van driver
311,31,Connie Smith,Dead Lady In Car,dead lady in car
660,0,Angela Bettis,"May Dove Canady
Chandler Riley Hecht as young May",may dove canady chandler riley hecht as young may
660,1,Chandler Riley Hecht,young May,young may
660,3,Anna Faris,Polly,polly
660,4,Nichole Hiltz,Ambrosia,ambrosia
660,5,James Duval,Blank,blank
660,6,Ken Davitian,Foreign Doctor,foreign doctor
660,7,Kevin Gage,Papa Canady,papa canady
660,8,Merle Kennedy,Mama Canady,mama canady
660,9,Rachel David,Petey David,petey david
660,10,Nora Zehetner,Hoop,hoop
660,11,Will Estes,Chris,chris
1190,0,Jason Statham,Jonas Taylor,jonas taylor
1190,1,Li Bingbing,Suyin Zhang,suyin zhang
1190,2,Rainn Wilson,Jack Morris,jack morris
1190,3,Ruby Rose,Jaxx Herd,jaxx herd
1190,4,Winston Chao,Dr. Minway Zhang,dr minway zhang
1190,5,Sophia Cai,Meiying,meiying
1190,6,Cliff Curtis,"James ""Mac"" Mackreides",james mac mackreides
1190,7,Page Kennedy,DJ,dj
1190,8,Jessica McNamee,Lori,lori
1190,9,Robert Taylor,Dr. Heller,dr heller
1190,10,Ólafur Darri Ólafsson,The Wall,wall
1190,11,Masi Oka,Toshi,toshi
634,0,Rufus Sewell,Angus Shaw,angus shaw
634,1,Carla Gugino,"Lillian ""Lily"" Shaw",lillian lily shaw
634,2,Jim Piddock,Captain Dunn,captain dunn
634,3,Reno Wilson,Bailey,bailey
634,4,Mark Aiken,Gifford,gifford
634,5,Fintan McKeown,Skelly,skelly
634,6,Aubrey Morris,Mr. Woolrich,mr woolrich
634,7,Gil Bellows,Miles,miles
634,8,Rya Kihlstedt,Mermaid,mermaid
634,9,Hannah Sim,Queen of the Lair,queen of lair
634,10,Jon Sklaroff,Russian Eddie,russian eddie
634,11,David Nott,Cook,cook
634,12,Dan Hildebrand,Christian,christian
634,13,Preston Maybank,Navy Captain,navy captain
634,14,Brian Sieve,Officer Dixon,officer dixon
634,15,Matthew Roseman,Officer Jenkins,officer jenkins
634,16,Gabriel Gutierrez,Young O'Donnell,young odonnell
634,17,Isabella Gutierrez,Miranda,miranda
440,0,Matt Kulis,John Griffen,john griffen
440,1,Patrick Barnes,Brian,brian
440,2,Tara Leigh,Sherry Griffen,sherry griffen
440,3,Dianna Flaherty,Kim Griffen,kim griffen
440,4,Katherine Romaine,Nancy Kane,nancy kane
440,5,Marcus Powell,Dr. Viallini,dr viallini
440,6,Allen Lewis Rickman,Dr. Elliot Stein,dr elliot stein
440,7,George G. Colucci,Dr. Michael Foster,dr michael foster
440,8,Colton Wayne,Mitchell,mitchell
440,9,Greg Sullivan,Jarrett,jarrett
847,0,Bradley Cooper,Leon Kaufman,leon kaufman
847,1,Leslie Bibb,Maya,maya
847,2,Brooke Shields,Susan Hoff,susan hoff
847,3,Roger Bart,Jurgis,jurgis
847,4,Ted Raimi,Randle Cooper,randle cooper
847,5,Vinnie Jones,Mahogany,mahogany
847,6,Peter Jacobson,Otto,otto
847,7,Barbara Eve Harris,Detective Lynn Hadley,detective lynn hadley
847,8,Tony Curran,Driver,driver
847,9,Stephanie Mace,Leigh Cooper,leigh cooper
847,10,Quinton Jackson,Guardian Angel,guardian angel
847,11,Allen Maldonado,Lead Gangbanger,lead gangbanger
441,0,Michael Dudikoff,Lawson,lawson
441,1,Mark Hamill,Justin Mckay,justin mckay
441,2,Savina Gersak,Lara,lara
441,3,Robert Mitchum,Dr. Hardy,dr hardy
441,4,Pamela Ludwig,Rental agent,rental agent
441,5,Timothy Brown,Jordan,jordan
441,6,Lezlie Deane,Joan,joan
441,7,Steve Ingrassia,Man with Joan,man with joan
441,8,Cynthia Szigeti,Mrs. Egan,mrs egan
441,9,Dee Dee Rescher,,nan
441,10,R. A. Rondell,Officer Baker,officer baker
441,11,Mark A. Pierce,,nan
559,0,Mira Sorvino,Dr. Susan Tyler,dr susan tyler
559,1,Jeremy Northam,Dr. Peter Mann,dr peter mann
559,2,Josh Brolin,Josh Maslow,josh maslow
559,3,Charles S. Dutton,Officer Leonard Norton,officer leonard norton
559,4,Giancarlo Giannini,Manny Gavoila,manny gavoila
559,5,F. Murray Abraham,Dr. Gates,dr gates
559,6,Norman Reedus,Jeremy,jeremy
559,7,Julian Richings,Workman,workman
559,8,Doug Jones,Long John #2,long john 2
559,9,Alexander Goodwin,Chuy Gavoila,chuy gavoila
559,10,Alix Koromzay,Remy Panos,remy panos
559,11,James Costa,Ricky,ricky
559,12,Javon Barnwell,Davis,davis
442,0,James Caan,Paul Sheldon,paul sheldon
442,1,Kathy Bates,Annie Wilkes,annie wilkes
442,2,Richard Farnsworth,Buster,buster
442,3,Frances Sternhagen,Virginia,virginia
442,4,Lauren Bacall,Marcia Sindell,marcia sindell
442,5,Graham Jarvis,Libby,libby
812,0,Thomas Jane,David Drayton,david drayton
812,1,Marcia Gay Harden,Mrs. Carmody,mrs carmody
812,2,Laurie Holden,Amanda Dumfries,amanda dumfries
812,3,Jeffrey DeMunn,Dan Miller,dan miller
812,4,Andre Braugher,Brent Norton,brent norton
812,5,Samuel Witwer,Private Wayne Jessup,private wayne jessup
812,6,Toby Jones,Ollie Weeks,ollie weeks
812,7,William Sadler,Jim Grondin,jim grondin
812,8,Frances Sternhagen,Irene Reppler,irene reppler
812,9,Nathan Gamble,Billy Drayton,billy drayton
812,10,Alexa Davalos,Sally,sally
812,11,Chris Owen,Norm,norm
812,12,Robert Treveiler,Bud Brown,bud brown
812,13,David Jensen,Myron LaFleur,myron lafleur
812,14,Melissa McBride,Woman With Kids at Home,woman with kids at home
812,15,Buck Taylor,Ambrose Cornell,ambrose cornell
812,16,Brian Libby,Biker,biker
812,17,Juan Gabriel Pareja,Morales,morales
812,18,Kelly Collins Lintz,"Stephanie ""Steff"" Drayton",stephanie steff drayton
812,19,Ron Clinton Smith,Mr. Mackey,mr mackey
381,0,Jason Beghe,Allan Mann,allan mann
381,1,John Pankow,Geoffrey,geoffrey
381,2,Kate McNeil,Melanie,melanie
381,3,Joyce Van Patten,Dorothy Mann,dorothy mann
381,4,Christine Forrest,Maryanne Hodges,maryanne hodges
381,5,Stephen Root,Dean Burbage,dean burbage
381,6,Stanley Tucci,Dr. John Wiseman,dr john wiseman
269,0,Alice Cooper,Vince Raven,vince raven
269,1,Victoria Vera,Sandra,sandra
269,2,Carlos Santurio,Frank,frank
269,3,Pepa Sarsa,Marilou,marilou
269,4,Pepita James,Angela,angela
269,5,Emilio Linder,Jordan,jordan
269,6,Ricardo Palacios,Sheriff Morrison,sheriff morrison
764,0,Mitchel Musso,D.J. Walters,dj walters
764,1,Sam Lerner,Chowder,chowder
764,2,Spencer Locke,Jenny Bennett,jenny bennett
764,3,Steve Buscemi,Horace Nebbercracker,horace nebbercracker
764,4,Maggie Gyllenhaal,Zee,zee
764,5,Kevin James,Police Officer Landers,police officer landers
764,6,Nick Cannon,Police Officer Lister,police officer lister
764,7,Jason Lee,Bones,bones
764,8,Jon Heder,"Reginald ""Skull"" Skulinski",reginald skull skulinski
764,9,Catherine O'Hara,Mrs. Walters,mrs walters
764,10,Fred Willard,Mr. Walters,mr walters
764,11,Kathleen Turner,Constance Nebbercracker,constance nebbercracker
764,12,Ryan Newman,Eliza,eliza
342,0,Andre Gower,Sean Crenshaw,sean crenshaw
342,1,Robby Kiger,Patrick,patrick
342,2,Brent Chalem,Horace,horace
342,3,Ryan Lambert,Ryan Lambert,ryan lambert
342,4,Michael Faustino,Eugene,eugene
342,5,Ashley Bank,Phoebe Crenshaw,phoebe crenshaw
170,0,James Mitchum,Travis,travis
170,1,John Carradine,Priest,priest
170,2,Philip Carey,Barnes,barnes
170,3,Anthony Eisley,Pete,pete
170,4,Andrea Hartford,Andrea,andrea
170,5,Glen Hartford,Glen,glen
170,6,Coral Kassel,Girl in lake,girl in lake
171,0,Rory Calhoun,Vincent Smith,vincent smith
171,1,Paul Linke,Sheriff Bruce Smith,sheriff bruce smith
171,2,Nancy Parsons,Ida Smith,ida smith
171,3,Nina Axelrod,Terry,terry
171,4,Wolfman Jack,Reverend Billy,reverend billy
171,5,Elaine Joyce,Edith Olson,edith olson
171,6,Dick Curtis,Guy Robaire / 1st TV Preacher,guy robaire 1st tv preacher
171,7,Monique St. Pierre,Debbie,debbie
171,8,Rosanne Katon,Suzi,suzi
171,9,E. Hampton Beagle,Bob Anderson,bob anderson
171,10,Everett Creach,Bo Tulinksi,bo tulinksi
171,11,Michael Melvin,Ivan,ivan
171,12,John Ratzenberger,Drummer,drummer
171,13,Marc Silver,Guitarist,guitarist
171,14,Victoria Hartman,Female Terrible,female terrible
171,15,Gwil Richards,Mr. Owen,mr owen
171,16,Toni Gillman,Mrs. Richards,mrs richards
961,0,Lily Cole,Ernessa Bloch,ernessa bloch
961,1,Sarah Gadon,Lucy Blake,lucy blake
961,2,Sarah Bolger,Rebecca Cantor,rebecca cantor
961,3,Judy Parfitt,Mrs. Rood,mrs rood
961,4,Melissa Farman,Dora,dora
961,5,Laurence Hamelin,Sofia,sofia
961,6,Gia Sandhu,Kiki,kiki
961,7,Valerie Tian,Charley,charley
961,8,Scott Speedman,Mr. Davies,mr davies
765,0,Karen Turner,Mrs. Randall,mrs randall
765,1,Dave Cunningham,James Randall,james randall
765,2,Rudy Hatfield,David R. Ness/Mr. Jingles,david r ness mr jingles
765,3,Kelli Jensen,Angie Randall,angie randall
765,4,Chris Peters,Bill Guinness,bill guinness
765,5,Tom Reeser,Mayor Baines,mayor baines
765,6,Jon Manthei,Doctor Rudolph/Cop 1,doctor rudolph cop 1
765,7,Nicole Majdali,Helen Jameson,helen jameson
765,8,Chrissy Reeser,Mayor's Assistant,mayors assistant
765,9,Doug Kolbicz,Chris,chris
765,10,Nathanial Ketchum,Dylan Jameson,dylan jameson
765,11,Heather Doba,Melanie Guinness,melanie guinness
765,12,Brian Zoner,Curtis,curtis
765,13,Jessica Hall,Heidi Jameson,heidi jameson
765,14,John Anton,Stranger,stranger
765,15,Michael Patrick Pilson,Cemetery Man,cemetery man
765,16,Novelle Neechi,Trisha,trisha
765,17,Amber Whelan,Jennifer,jennifer
765,18,James Block,Parker,parker
765,19,Jacob Bailey,Rusty,rusty
765,20,Jason Ryan,Jason,jason
765,21,Shaun Buckley,Cameron,cameron
765,22,Tommy Brunswick,Cop 2,cop 2
605,0,Brendan Fraser,Rick O'Connell,rick oconnell
605,1,Rachel Weisz,Evelyn Carnahan,evelyn carnahan
605,2,John Hannah,Jonathan Carnahan,jonathan carnahan
605,3,Arnold Vosloo,Imhotep,imhotep
605,4,Kevin J. O'Connor,Beni Gabor,beni gabor
605,5,Oded Fehr,Ardeth Bay,ardeth bay
1146,0,Tom Cruise,Nick Morton,nick morton
1146,1,Sofia Boutella,Ahmanet,ahmanet
1146,2,Annabelle Wallis,"Jennifer ""Jenny"" Halsey",jennifer jenny halsey
1146,3,Jake Johnson,Chris Vail,chris vail
1146,4,Courtney B. Vance,Colonel Greenway,colonel greenway
1146,5,Russell Crowe,Russell Crowe,russell crowe
863,0,Brendan Fraser,Rick O'Connell,rick oconnell
863,1,Maria Bello,Evelyn C. O'Connell,evelyn c oconnell
863,2,John Hannah,Jonathan Carnahan,jonathan carnahan
863,3,Luke Ford,Alex O'Connell,alex oconnell
863,4,Jet Li,Emperor Han,emperor han
863,5,Michelle Yeoh,Zi Yuan,zi yuan
863,6,Isabella Leong,Lin,lin
863,7,Russell Wong,General Ming Guo,general ming guo
863,8,Anthony Wong,General Yang,general yang
863,9,Liam Cunningham,Mad Dog Maguire,mad dog maguire
863,10,David Calder,Professor Roger Wilson,professor roger wilson
863,11,Jessey Meng,Choi,choi
863,12,Tian Liang,Li Zhou,li zhou
863,13,Albert Kwan,Chu Wah,chu wah
863,14,James Bradford,Butler Jameson,butler jameson
863,15,Daniel Giverin,Benjamin Fry,benjamin fry
204,0,Peter Cowper,Harry Warden / The Miner,harry warden miner
204,1,Paul Kelman,Jessie 'T.J.' Hanniger,jessie tj hanniger
204,2,Lori Hallier,Sarah Palmer,sarah palmer
204,3,Neil Affleck,Axel Palmer,axel palmer
204,4,Don Francks,Chief Jake Newby,chief jake newby
204,5,Keith Knight,Hollis,hollis
204,6,Alf Humphreys,Howard Landers,howard landers
204,7,Cynthia Dale,Patty,patty
204,8,Terry Waterland,Harriet,harriet
204,9,Jack Van Evera,Happy,happy
889,0,Jensen Ackles,Tom J. Hanniger,tom j hanniger
889,1,Jaime King,Sarah Palmer,sarah palmer
889,2,Kerr Smith,Axel Palmer,axel palmer
889,3,Betsy Rue,Irene,irene
889,4,Edi Gathegi,Deputy Martin,deputy martin
889,5,Tom Atkins,"James ""Jim"" Burke",james jim burke
889,6,Kevin Tighe,Ben Foley,ben foley
889,7,Megan Boone,Megan,megan
889,8,Karen Baum,Deputy Ferris,deputy ferris
889,9,Joy de la Paz,Rosa,rosa
889,10,Marc Macaulay,Marc Riggs,marc riggs
889,11,Todd Farmer,Frank the Trucker,frank trucker
889,12,Selene Luna,Selene,selene
889,13,Jeff Hochendoner,"William ""Red"" Kirkpatrick",william red kirkpatrick
889,14,Richard John Walters,Harry Warden/The Miner,harry warden miner
889,15,David Theodor Blatt,hospital security guard,hospital security guard
920,0,Max Thieriot,"Adam ""Bug"" Hellerman",adam bug hellerman
920,1,John Magaro,Alex Dunkelman,alex dunkelman
920,2,Denzel Whitaker,Jerome King,jerome king
920,3,Zena Grey,Penelope Bryte,penelope bryte
920,4,Nick Lashaway,Brandon O'Neil,brandon oneil
920,5,Paulina Olszynski,Brittany Cunningham,brittany cunningham
920,6,Jeremy Chu,Jay Chan,jay chan
920,7,Emily Meade,"Leah ""Fang"" Hellerman",leah fang hellerman
920,8,Raul Esparza,Abel Plenkov,abel plenkov
205,0,Ilona Agathe Bastian,"Catherine ""Cathy"" Kean",catherine cathy kean
205,1,Yos Santo,Mahendra,mahendra
205,2,Sofia W.D.,"the Old Queen of the Leák
Debby Cynthia Dewi as the Young Queen of the Leák",old queen of leák debby cynthia dewi as young queen of leák
205,3,Debby Cynthia Dewi,the Young Queen of the Leák,young queen of leák
205,4,W.D. Mochtar,Machesse / Oka,machesse oka
890,0,Layton Matthews,Morbius,morbius
890,1,Chad Grimes,Travis,travis
890,2,Santiago Craig,Hagen,hagen
890,3,Zelieann Rivera,Elizabeth,elizabeth
890,4,Zach Cumer,Thomas,thomas
890,5,Nathan Ginn,Mr. Skinny,mr skinny
499,0,Max von Sydow,Leland Gaunt,leland gaunt
499,1,Ed Harris,Sheriff Alan J. Pangborn,sheriff alan j pangborn
499,2,Bonnie Bedelia,Polly Chalmers,polly chalmers
499,3,Amanda Plummer,Netitia Cobb,netitia cobb
499,4,J. T. Walsh,"Danforth ""Buster"" Keeton III",danforth buster keeton iii
499,5,Ray McKinnon,Deputy Norris Ridgewick,deputy norris ridgewick
499,6,Duncan Fraser,Hugh Albert Priest,hugh albert priest
499,7,Valri Bromfield,Wilma Wadlowski Jerzyck,wilma wadlowski jerzyck
499,8,Shane Meier,Brian Rusk,brian rusk
499,9,William Morgan Sheppard,Pater Meehan,pater meehan
499,10,Don S. Davis,Reverend Willie Rose,reverend willie rose
499,11,Gillian Barber,Myrtle Keeton,myrtle keeton
