Horror Wiki Index,char index,actor,character,stripped character
515,6,Tyler Shea Cone,Barry,barry
515,7,John Harrison,Sean,sean
515,8,James Gale,Rothman,rothman
860,0,Lance Predmore,Johnny,johnny
860,1,Ryan E. Francis,Darren,darren
860,2,Lindsey Anderson,Kristen,kristen
860,3,Aaron Ringhiser-Carlson,Billy,billy
860,4,Natasha Cordova,Ali,ali
860,5,Chuck Lamb,Sheriff Roud,sheriff roud
860,6,General Bastard,Oscar the Hermit,oscar hermit
47,0,Vincent Price,Edward Lionheart,edward lionheart
47,1,Diana Rigg,Edwina Lionheart,edwina lionheart
47,2,Ian Hendry,Peregrine Devlin,peregrine devlin
47,3,Harry Andrews,Trevor Dickman,trevor dickman
47,4,Robert Coote,Oliver Larding,oliver larding
47,5,Michael Hordern,George Maxwell,george maxwell
47,6,Robert Morley,Meredith Merridew,meredith merridew
47,7,Coral Browne,Chloe Moon,chloe moon
47,8,Jack Hawkins,Solomon Psaltery,solomon psaltery
47,9,Arthur Lowe,Horace Sprout,horace sprout
47,10,Dennis Price,Hector Snipe,hector snipe
47,11,Milo O'Shea,Inspector Boot,inspector boot
47,12,Eric Sykes,Sgt. Dogge,sgt dogge
47,13,Diana Dors,Maisie Psaltery,maisie psaltery
47,14,Joan Hickson,Mrs. Sprout,mrs sprout
47,15,Renée Asherson,Mrs. Maxwell,mrs maxwell
47,16,Madeline Smith,Rosemary,rosemary
47,17,Brigid Erin Bates,Agnes,agnes
47,18,Charles Sinnickson,Vicar,vicar
47,19,Tutte Lemkow,Meths Drinker,meths drinker
47,20,Declan Mulholland,Meths Drinker,meths drinker
47,21,Stanley Bates,Meths Drinker,meths drinker
47,22,John Gilpin,Meths Drinker,meths drinker
474,0,Craig Peck,Mike,mike
474,1,John Carhart III,Nick,nick
474,2,Bonnie Bowers,Stacy,stacy
474,3,Claudia Flores,Janet,janet
474,4,Wendy Bednarz,Doreen,doreen
474,5,Mark Collver,Jim,jim
474,6,Jeff Dachis,David,david
474,7,Lisa Grant,Sally Foster,sally foster
474,8,Sissy Frye,Schoolteacher,schoolteacher
474,9,Cyrus Voris,Lead Punk,lead punk
474,10,Michael Berlly,Policeman #1,policeman 1
474,11,Tommy Barz,Policeman #3 / Face on Cutting Room Floor,policeman 3 face on cutting room floor
474,12,Mark Calderone,Doctor,doctor
391,0,Roddy Piper,John Nada,john nada
391,1,Keith David,Frank Armitage,frank armitage
391,2,Meg Foster,Holly Thompson,holly thompson
391,3,Raymond St. Jacques,Street Preacher,street preacher
391,4,George Buck Flower,Drifter/Collaborator,drifter collaborator
391,5,Peter Jason,Gilbert,gilbert
391,6,Sy Richardson,Black Revolutionary,black revolutionary
391,7,Susan Blanchard,Ingenue,ingenue
238,0,Kurt Russell,MacReady,macready
238,1,Wilford Brimley,Blair,blair
238,2,Keith David,Childs,childs
238,3,Donald Moffat,Gary,gary
238,4,Richard Massur,Clark,clark
238,5,David Clennon,Palmer,palmer
238,6,Charles Hallahan,Norris,norris
238,7,Joel Polis,Fuchs,fuchs
238,8,T.K. Carter,Nauls,nauls
238,9,Richard Dysart,Copper,copper
238,10,Thomas G. Waites,Windows,windows
962,0,Mary Elizabeth Winstead,Kate Lloyd,kate lloyd
962,1,Joel Edgerton,"Samuel ""Sam"" Carter",samuel sam carter
962,2,Ulrich Thomsen,Dr. Sander Halvorson,dr sander halvorson
962,3,Adewale Akinnuoye-Agbaje,Derek Jameson,derek jameson
962,4,Eric Christian Olsen,"Adamowicz ""Adam"" Finch",adamowicz adam finch
962,5,Trond Espen Seim,Edvard Wolner,edvard wolner
962,6,Kim Bubbs,Juliette,juliette
962,7,Jørgen Langhelle,Lars,lars
962,8,Kristofer Hivju,Jonas,jonas
962,9,Stig Henrik Hoff,Peder,peder
962,10,Paul Braunstein,Griggs,griggs
962,11,Jonathan Lloyd Walker,Colin,colin
962,12,Jo Adrian Haavind,Henrik,henrik
962,13,Jan Gunnar Røise,Olav,olav
962,14,Carsten Bjørnlund,Karl,karl
962,15,Ole Martin Aune Nilsen,Matias,matias
542,0,Robert Burke,Billy Halleck,billy halleck
542,1,Joe Mantegna,"Richie ""The Hammer"" Ginelli",richie hammer ginelli
542,2,Kari Wuhrer,Gina Lempke,gina lempke
542,3,Stephen King,Dr. Bangor,dr bangor
542,4,Lucinda Jenney,Heidi Halleck,heidi halleck
542,5,Michael Constantine,Tadzu Lempke,tadzu lempke
542,6,Bethany Joy Lenz,Linda Halleck,linda halleck
641,0,Tony Shalhoub,Arthur Kriticos,arthur kriticos
641,1,Embeth Davidtz,Kalina Oretzia,kalina oretzia
641,2,Matthew Lillard,Dennis Rafkin,dennis rafkin
641,3,Shannon Elizabeth,Kathy Kriticos,kathy kriticos
641,4,Alec Roberts,Bobby Kriticos,bobby kriticos
641,5,Rah Digga,Maggie Bess,maggie bess
641,6,F. Murray Abraham,Cyrus Kriticos,cyrus kriticos
641,7,J.R. Bourne,Ben Moss,ben moss
781,0,Joelene Smit,Amy Connelly,amy connelly
781,1,Marie Caprile,Aunt Maylea,aunt maylea
1068,0,Addison Timlin,Jami Lerner,jami lerner
1068,1,Travis Tope,Nick Strain,nick strain
1068,2,Veronica Cartwright,Lillian,lillian
1068,3,Gary Cole,Chief Deputy Tillman,chief deputy tillman
1068,4,Joshua Leonard,Deputy Foster,deputy foster
1068,5,Edward Herrmann,Reverend Cartwright,reverend cartwright
1068,6,Anthony Anderson,Lone Wolf Morales,lone wolf morales
1068,7,Ed Lauter,Sheriff Underwood,sheriff underwood
1068,8,Denis O'Hare,Charles Pierce Jr.,charles pierce jr
1068,9,Spencer Treat Clark,Corey Holland,corey holland
1068,10,Morganna Bridgers,Kendra Collins,kendra collins
1068,11,Wes Chatam,Danny,danny
1068,12,Jaren Mitchell,Johnny,johnny
1068,13,Kurt Krause,Roy,roy
1068,14,Lanee Landry,Ardele,ardele
1068,15,Colby Boothman,Paul Mason,paul mason
1068,16,Danielle Harris,Townsperson #2,townsperson 2
94,0,Ben Johnson,Captain J.D. Morales,captain jd morales
94,1,Andrew Prine,Deputy Norman Ramsey,deputy norman ramsey
94,2,Dawn Wells,Helen Reed,helen reed
94,3,Jimmy Clem,Sgt. Mal Griffin,sgt mal griffin
94,4,Jim Citty,Police Chief R.J. Sullivan,police chief rj sullivan
94,5,Charles B. Pierce,Patrolman A.C. Benson,patrolman ac benson
94,6,Robert Aquino,Sheriff Otis Barker,sheriff otis barker
94,7,Bud Davis,The Phantom,phantom
94,8,Mike Hackworth,Sammy Fuller,sammy fuller
94,9,Christine Ellsworth,Linda Mae Jenkins,linda mae jenkins
94,10,Steve Lyons,Roy Allen,roy allen
94,11,Cindy Butler,Peggy Loomis,peggy loomis
94,12,Joe Catalanatto,Eddie LaDoux,eddie ladoux
94,13,C. Alexander Dawson,hotel doorman,hotel doorman
1126,0,Gong Yoo,Seok-woo,seok woo
1126,1,Kim Su-an,Su-an,su an
1126,2,Jung Yu-mi,Seong-kyeong,seong kyeong
1126,3,Ma Dong-seok,Sang-hwa,sang hwa
1126,4,Choi Woo-shik,Yong-guk,yong guk
1126,5,Sohee,Jin-hee,jin hee
1126,6,Kim Eui-sung,Yon-suk,yon suk
1126,7,Choi Gwi-hwa,,nan
1126,8,Jeong Seok-yong,Captain of KTX,captain of ktx
1126,9,Ye Soo-jung,In-gil-,in gil
1126,10,Park Myung-sin,Jong-gil-,jong gil
1126,11,Jang Hyuk-jin,Ki-chul,ki chul
1126,12,Kim Min-Seok,Baseball Player 1,baseball player 1
1126,13,Ryu Sung-Rok,Baseball Player 2,baseball player 2
1126,14,Kim Yool-ho,Man in suit,man in suit
1126,15,Lee Joong-ok,Man in western clothes,man in western clothes
1126,16,Shim Eun-kyung,Runaway Girl,runaway girl
1126,17,Park Min-ha,School Girl,school girl
1126,18,Kim Dan-yool,School Boy,school boy
1126,19,Choi Ji-won,Kim Su an's Friend,kim su ans friend
543,0,Fred Ward,Earl Bassett,earl bassett
543,1,Christopher Gartin,Grady Hoover,grady hoover
543,2,Helen Shaver,"Kate ""White"" Reilly",kate white reilly
543,3,Michael Gross,Burt Gummer,burt gummer
543,4,Marcelo Tubert,Señor Carlos Ortega,señor carlos ortega
543,5,Marco Hernandez,Julio,julio
543,6,José Rosario,Chief Engineer Pedro,chief engineer pedro
543,7,Thomas Rosales Jr.,Oil Worker,oil worker
642,0,Michael Gross,Burt Gummer,burt gummer
642,1,Shawn Christian,Jack Sayer,jack sayer
642,2,Susan Chuang,Jodi Chang,jodi chang
642,3,Ariana Richards,Mindy Sterngood,mindy sterngood
642,4,Charlotte Stewart,Nancy Sterngood,nancy sterngood
642,5,Tony Genaro,Miguel,miguel
642,6,Robert Jayne,Melvin Plug,melvin plug
642,7,Matt Wilson,Tourist kid,tourist kid
706,0,Michael Gross,Hiram Gummer,hiram gummer
706,1,Sara Botsford,Christine Lord,christine lord
706,2,Billy Drago,Black Hand Kelly,black hand kelly
706,3,Brent Roam,Juan Pedilla,juan pedilla
706,4,August Schellenberg,Tecopa,tecopa
706,5,Ming Lo,Pyong Lien Chang,pyong lien chang
706,6,Lydia Look,Lu Wan Chang,lu wan chang
706,7,Sam Ly,Fu Yien Chang,fu yien chang
831,0,Leslie Bibb,Emma,emma
831,1,Tahmoh Penikett,Henry,henry
79,0,Karen Black,Julie,julie
79,1,Robert Burton,"Chad Foster in ""Julie""",chad foster in julie
79,2,John Karlen,"Dr. Chester Ramsey in ""Millicent and Therese""",dr chester ramsey in millicent and therese
79,3,Jim Storm,"as Eddie Nells in ""Julie""",as eddie nells in julie
79,4,Gregory Harrison,"the new student in ""Julie""",new student in julie
79,5,Kathryn Reynolds,Anne Richrds,anne richrds
79,6,Tracy Curtis,Tracy,tracy
79,7,Orin Cannon,"the Motel Clerk in ""Julie""",motel clerk in julie
79,8,Walker Edmiston,the voice of the Zuni doll,voice of zuni doll
7,0,Joan Crawford,Dr. Brockton,dr brockton
7,1,Michael Gough,Sam Murdock,sam murdock
7,2,Bernard Kay,Inspector Greenham,inspector greenham
7,3,Kim Braden,Anne Brockton,anne brockton
7,4,David Griffin,Malcolm Travers,malcolm travers
7,5,John Hamill,Cliff,cliff
7,6,Thorley Walters,Magistrate,magistrate
7,7,Jack May,Dr. Selbourne,dr selbourne
7,8,Geoffrey Case,Bill,bill
7,9,Simon Lack,Lt. Colonel Vickers,lt colonel vickers
7,10,Chloe Franks,Little Girl,little girl
7,11,Joe Cornelius,"""Trog""",trog
455,0,Michael Stephenson,Joshua Waits,joshua waits
455,1,George Hardy,Michael Waits,michael waits
455,2,Margo Prey,Diana Waits,diana waits
455,3,Connie McFarland,Holly Waits,holly waits
455,4,Robert Ormsby,Seth,seth
455,5,Deborah Reed,Creedence Leonore Gielgud,creedence leonore gielgud
455,6,Jason Wright,Elliot Cooper,elliot cooper
455,7,Darren Ewing,Arnold,arnold
455,8,Jason Steadman,Drew,drew
455,9,David McConnell,Brent,brent
455,10,Michele Abrams,Wood Tales Girl,wood tales girl
455,11,Chris Conroy,Goblin,goblin
455,12,Jay Thomas,Goblin,goblin
566,0,Timothy Busfield,Ray Porter,ray porter
566,1,Brenda Bakke,Hope Laxton,hope laxton
566,2,Roman Podhora,Thad Timmy,thad timmy
566,3,Amy Stewart,Abby Timmy,abby timmy
566,4,Gene Pyrz,Refrigerator Truck Driver,refrigerator truck driver
566,5,Jay Brazeau,Jack,jack
566,6,Brendan Fletcher,Logan Porter,logan porter
566,7,Victor Cowie,"George ""Georgie""",george georgie
566,8,Aidan Devine,Trucker Bob,trucker bob
566,9,Sharon Bajer,June Yeager,june yeager
566,10,Jonathan Barrett,Brad Yeager,brad yeager
566,11,Rick Skene,Trucker Pete,trucker pete
566,12,Kelly Robinson,Female Gas Station Attendant,female gas station attendant
566,13,Don Granberry,Sheriff,sheriff
566,14,Barbara Lee Edwards,TV Reporter,tv reporter
566,15,Kirk Harper,Lino,lino
566,16,Harry Nelken,Phil,phil
566,17,Chuck Robinson,Lunar town Bus Driver,lunar town bus driver
566,18,Geoff Williams,Tank Truck Driver,tank truck driver
566,19,David Brown,Male Gas Station Customer in Car,male gas station customer in car
566,21,Shane Cardwell,Buddy -Toxic Worker 2.,buddy toxic worker 2
566,22,Terence Kelly,ill-fated Mailman,ill fated mailman
566,23,Erich Martin Hicks,Toxic-Suit Killer with Axe,toxic suit killer with axe
1193,0,Lucy Hale,Olivia Barron,olivia barron
1193,1,Tyler Posey,Lucas Moreno,lucas moreno
1193,2,Violett Beane,Markie Cameron,markie cameron
1193,3,Hayden Szeto,Brad Chang,brad chang
1193,4,Landon Liboiron,Carter / Sam Meehan,carter sam meehan
1193,5,Nolan Gerard Funk,Tyson Curran,tyson curran
1193,6,Sophia Taylor Ali,Penelope Amari,penelope amari
1193,7,Sam Lerner,Ronnie,ronnie
1193,8,Aurora Perrineau,Giselle Hammond,giselle hammond
1193,9,Tom Choi,Officer Han Chang,officer han chang
1193,10,Joe Ochman,the voice of Callux,voice of callux
1193,11,Vera Taylor,Inez Reyes,inez reyes
1193,12,Ezmie Garcia,Young Inez,young inez
1193,13,Andrew Howard,Randall Himoff,randall himoff
934,0,Tyler Labine,Dale Dobson,dale dobson
934,1,Alan Tudyk,Tucker McGee,tucker mcgee
934,2,Katrina Bowden,Allison,allison
934,3,Jesse Moss,Chad,chad
934,4,Chelan Simmons,Chloe,chloe
934,5,Philip Granger,Sheriff,sheriff
934,6,Brandon Jay McLaren,Jason,jason
934,7,Christie Laing,Naomi,naomi
934,8,Travis Nelson,Chuck,chuck
934,9,Alex Arsenault,Todd,todd
934,10,Adam Beauchesne,Mitch,mitch
934,11,Joseph Allan Sutherland,Mike,mike
934,12,Karen Reigh,Cheryl,cheryl
934,13,Tye Evans,Chad's Dad,chads dad
934,14,The film's director,Eli Craig,eli craig
1246,0,Mackenzie Davis,Kate,kate
1246,1,Finn Wolfhard,Miles,miles
1246,2,Brooklynn Prince,Flora,flora
1246,3,Mark Huberman,Bert,bert
1246,4,Niall Greig Fulton,Peter Quint,peter quint
1246,5,Barbara Marten,Mrs. Grose,mrs grose
1246,6,Denna Thomsen,Miss Jessel,miss jessel
456,0,Adrienne Barbeau,Jessica Valdemar,jessica valdemar
456,1,Ramy Zada,Dr. Robert Hoffman,dr robert hoffman
456,2,Bingo O'Malley,Ernest Valdemar,ernest valdemar
456,3,Jeff Howell,Policeman,policeman
456,4,E.G. Marshall,Steven Pike,steven pike
456,5,Chuck Aber,Mr. Pratt,mr pratt
456,6,Tom Atkins,Detective Grogan,detective grogan
456,7,Mitchell Baseman,Boy at Zoo,boy at zoo
456,8,Barbara Byrne,Martha,martha
456,9,Larry John Meyers,Old Man,old man
456,10,Christina Romero,Mother at Zoo,mother at zoo
456,11,Anthony Dileo Jr.,Taxi Driver,taxi driver
456,12,Christine Forrest,Nurse,nurse
904,0,Odette Yustman,Casey Beldon,casey beldon
904,1,Cam Gigandet,Mark Hardigan,mark hardigan
904,2,Meagan Good,Romy,romy
904,3,Jane Alexander,Sofi Kozma,sofi kozma
904,4,Gary Oldman,Rabbi Joseph Sendak,rabbi joseph sendak
904,5,Idris Elba,Arthur Wyndham,arthur wyndham
904,6,James Remar,Gordon Beldon,gordon beldon
904,7,Carla Gugino,Janet Beldon,janet beldon
904,8,Atticus Shaffer,Matty Newton,matty newton
904,9,Ethan Cutkosky,Barto,barto
904,10,Rhys Coiro,Mr. Shields,mr shields
904,11,Michael Sassone,Eli Walker,eli walker
904,12,Rachel Brosnahan,Lisa,lisa
1009,0,Jonny Weston,Neal Hausman,neal hausman
1009,1,Gattlin Griffith,Paulie Hausman,paulie hausman
1009,2,Peter Holden,Terry Hausman,terry hausman
1009,3,Musetta Vander,Angela Hausman,angela hausman
1247,0,Kristen Stewart,Norah Price,norah price
1247,1,Vincent Cassel,Captain Lucien,captain lucien
1247,2,T.J. Miller,Paul Abel,paul abel
1247,3,Jessica Henwick,Emily Haversham,emily haversham
1247,4,John Gallagher Jr.,Liam Smith,liam smith
1247,5,Mamoudou Athie,Rodrigo Nagenda,rodrigo nagenda
1247,6,Gunner Wright,Lee Miller,lee miller
1010,0,Kate Beckinsale,Selene,selene
1010,1,India Eisley,Eve,eve
1010,2,Theo James,David,david
1010,3,Michael Ealy,Detective Sebastian,detective sebastian
1010,4,Stephen Rea,Stephen Rea,stephen rea
1010,5,Charles Dance,Thomas,thomas
1010,6,Sandrine Holt,Lida,lida
1010,7,Kris Holden-Ried,Quint,quint
1010,8,Robert Lawrenson,Waterfront Cop,waterfront cop
1010,9,Ron Wear,Jack Fletcher,jack fletcher
1010,10,William Francis,Police Officer,police officer
1010,11,Wes Bentley,Antigen Scientist,antigen scientist
1127,0,Kate Beckinsale,Selene,selene
1127,1,Theo James,David,david
1127,2,Lara Pulver,Semira,semira
1127,3,Tobias Menzies,Marius,marius
1127,4,Bradley James,Varga,varga
1127,5,Peter Andersson[6],Vidar,vidar
1127,6,James Faulkner,Cassius,cassius
1127,7,Clementine Nicholson,Lena,lena
1127,8,Daisy Head,Alexia,alexia
1127,9,Oliver Stark,Gregor,gregor
1127,10,Charles Dance,Thomas,thomas
1127,11,Trent Garrett,Michael Corvin,michael corvin
783,0,Kate Beckinsale,Selene,selene
783,1,Scott Speedman,Michael Corvin,michael corvin
783,2,Tony Curran,Marcus Corvinus,marcus corvinus
783,3,Derek Jacobi,Alexander Corvinus,alexander corvinus
783,4,Bill Nighy,Viktor,viktor
783,5,Shane Brolly,Kraven,kraven
783,6,Michael Sheen,Lucian,lucian
783,7,Zita Görög,Amelia,amelia
783,8,Scott McElroy,Soren,soren
783,9,Steven Mackintosh,Andreas Tanis,andreas tanis
783,10,Brian Steele,William Corvinus,william corvinus
783,11,Sophia Myles,Erika,erika
783,12,John Mann,Samuel,samuel
905,0,Michael Sheen,"Lucian
Alexander Carroll as Young Lucian",lucian alexander carroll as young lucian
905,1,Alexander Carroll,Young Lucian,young lucian
905,2,Bill Nighy,Viktor,viktor
905,3,Rhona Mitra,"Sonja
Olivia Taylforth as Young Sonja",sonja olivia taylforth as young sonja
905,4,Olivia Taylforth,Young Sonja,young sonja
905,5,Steven Mackintosh,Andreas Tanis,andreas tanis
905,6,Kevin Grevioux,Raze,raze
905,7,David Aston,Coloman,coloman
905,8,Elizabeth Hawthorne,Orsova,orsova
905,9,Craig Parker,Sabas,sabas
905,10,Larry Rew,Kosta,kosta
905,11,Jared Turner,Xristo,xristo
905,12,Timothy Raby,Janosh,janosh
905,13,Tania Nolan,Luka,luka
905,14,Geraldine Brophy,Nobleman's Wife,noblemans wife
905,15,Leighton Cardno,Fearful Lycan,fearful lycan
905,16,Jason Hood,Death Dealer,death dealer
905,17,Mark Mitchinson,Nobleman,nobleman
905,18,Peter Tait,Gyorg,gyorg
905,19,Eleanor Williams,Teenage Girl,teenage girl
905,20,Edwin Wright,Death Dealer Captain,death dealer captain
905,21,Brian Steele,Big Lycan,big lycan
905,22,Shane Brolly,Kraven,kraven
905,23,Kate Beckinsale,Selene,selene
1092,0,Heather Sossaman,Laura Barns,laura barns
1092,1,Matthew Bohrer,Matt Borsen,matt borsen
1092,2,Courtney Halverson,Val Rommel,val rommel
1092,3,Shelley Hennig,Blaire Lily,blaire lily
1092,4,Moses Storm,Mitch Roussel,mitch roussel
1092,5,Will Peltz,Adam Sewell,adam sewell
1092,6,Renee Olstead,Jess Felton,jess felton
1092,7,Jacob Wysocki,Ken Smith,ken smith
1092,8,Mickey River,Dank Jimmy,dank jimmy
1092,9,Cal Barnes,Rando Pauls,rando pauls
1092,10,Anthony Eftimeo,Student,student
1092,11,Michael Herbig,Officer,officer
1092,12,Tony Hernandez,Tony Hernandez,tony hernandez
1092,13,Konstantin Khabenskiy,Officer,officer
1092,14,Denis Lyons,Student,student
1194,0,Colin Woodell,Matias O'Brien,matias obrien
1194,1,Betty Gabriel,Nari Jemisin,nari jemisin
1194,2,Rebecca Rittenhouse,Serena Lange,serena lange
1194,3,Andrew Lees,Damon Horton,damon horton
1194,4,Connor Del Rio,AJ Jeffcock,aj jeffcock
1194,5,Stephanie Nogueras,Amaya DeSoto,amaya desoto
1194,6,Savira Windyani,Lexx Putri,lexx putri
1194,7,Chelsea Alden,Kelly,kelly
1194,8,Alexa Mansour,Erica Dunne,erica dunne
1194,9,Douglas Tait,Charon IV,charon iv
1194,10,Rob Welsh,Charon V,charon v
1194,11,Kiara Beltran,Charon VI,charon vi
1194,12,Bryan Adrian,Jack,jack
239,0,J.E. Penner,Marion Penrose,marion penrose
239,1,Laurel Munson,Terry Morgan,terry morgan
239,2,Sara Ansley,Nancy Paulson,nancy paulson
239,3,Barbara Lusch,Gloria Small,gloria small
239,4,Virginia Settle,Marion's Mother,marions mother
239,5,Bill Simmonds,Carl Penrose,carl penrose
239,6,John Morrison,Norman Barnes,norman barnes
239,7,Francine Molter,Mrs. Morgan,mrs morgan
392,0,Eric Larson,Martin,martin
392,1,Toni Hudson,Rachel,rachel
392,2,Alex Cord,Walter Graham,walter graham
392,3,George Kennedy,Mike Harvey,mike harvey
392,4,Clu Gulager,Albert,albert
392,5,Clare Carey,Bobbie,bobbie
392,6,Rob Estes,Corey,corey
392,7,Shari Shattuck,Suzanne,suzanne
585,0,Jared Leto,Paul Gardner,paul gardner
585,1,Alicia Witt,Natalie Simon,natalie simon
585,2,Rebecca Gayheart,Brenda Bates,brenda bates
585,3,Tara Reid,Sasha Thomas,sasha thomas
585,4,Michael Rosenbaum,Parker Riley,parker riley
585,5,Loretta Devine,Reese Wilson,reese wilson
585,6,Joshua Jackson,Damon Brooks,damon brooks
585,7,John Neville,Dean Adams,dean adams
585,8,Julian Richings,Weird Janitor,weird janitor
585,9,Robert Englund,Professor Wexler,professor wexler
585,10,Danielle Harris,Tosh Guaneri,tosh guaneri
585,11,Natasha Gregson Wagner,Michelle Mancini,michelle mancini
585,12,Brad Dourif,Michael McDonnell,michael mcdonnell
740,0,Kate Mara,Samantha Owens,samantha owens
740,1,Robert Vito,David Owens,david owens
740,2,Tina Lifford,Grace Taylor,grace taylor
740,3,Patrick McBride,Bloody Mary,bloody mary
740,4,Olesya Rulin,Mindy,mindy
1224,0,Lupita Nyong'o,Adelaide Wilson,adelaide wilson
1224,1,Winston Duke,"Gabriel ""Gabe"" Wilson/Abraham",gabriel gabe wilson abraham
1224,2,Elisabeth Moss,Kitty Tyler/Dahlia,kitty tyler dahlia
1224,3,Tim Heidecker,Josh Tyler/Tex,josh tyler tex
1224,4,Yahya Abdul-Mateen II,Russell Thomas/Weyland,russell thomas weyland
1224,5,Anna Diop,Rayne Thomas/Eartha,rayne thomas eartha
1224,6,Shahadi Wright-Joseph,Zora Wilson/Umbrae,zora wilson umbrae
1224,7,Evan Alex,Jason Wilson/Pluto,jason wilson pluto
1224,8,Madison Curry,young Adelaide/young Red,young adelaide young red
1224,9,Cali Sheldon,Becca Tyler/Io,becca tyler io
1224,10,Noelle Sheldon,Lindsey Tyler/Nix,lindsey tyler nix
1224,11,Duke Nicholson,Danny/Tony,danny tony
1224,12,Kara Hayward,Nancy/Syd,nancy syd
1224,13,Ashley McKoy,Teenage Adelaide/Teenage Red,teenage adelaide teenage red
1011,0,Calvin Reeder,Gary,gary
1011,1,Lane Hughes,Zak,zak
1011,2,Kentucker Audley,Rox,rox
1011,3,Adam Wingard,Brad,brad
1011,4,Frank Stack,Old Man,old man
1011,5,Sarah Byrne,Abbey,abbey
1011,6,Melissa Boatright,Tabitha,tabitha
1011,7,Simon Barrett,Steve,steve
1011,8,Andrew Droz Palermo,Fifth Thug,fifth thug
1037,0,Lawrence Michael Levine,Larry,larry
1037,1,Kelsy Abbott,Ayesha,ayesha
1037,2,L.C. Holt,Kyle,kyle
1037,3,Simon Barrett,Steve,steve
1037,4,Mindy Robinson,Tabitha,tabitha
1069,0,Patrick Lawrie,Kevin,kevin
1069,1,Emilia Zoryan,Iris,iris
1069,2,Steven Berens,Cop,cop
1069,3,Stephanie Silver,Eva,eva
1069,4,Angela Garcia,Carolina,carolina
1069,5,Gary Sugarman,Lewis,lewis
1069,6,Celia K. Milius,Grandma,grandma
1069,7,Garrett Bales,Spooked Guy,spooked guy
1069,9,Jorge Marquez,Carlos,carlos
1069,10,Chad Guernero,Uncle Alberto,uncle alberto
1069,11,Noelle Ann Mabry,Lulu,lulu
1069,12,Kenny Burns,Taxi Driver,taxi driver
