Horror Wiki Index,char index,actor,character,stripped character,killed
576,1,Jean Reno,Philippe Roaché,philippe roaché,N/A
576,2,Maria Pitillo,Audrey Timmonds,audrey timmonds,N/A
576,3,Hank Azaria,"Victor ""Animal"" Palotti",victor animal palotti,N/A
576,4,Kevin Dunn,Col. Anthony Hicks,col anthony hicks,N/A
576,5,Michael Lerner,Mayor Ebert,mayor ebert,N/A
576,6,Harry Shearer,Charles Caiman,charles caiman,N/A
576,7,Arabella Field,Lucy Palotti,lucy palotti,N/A
576,8,Vicki Lewis,Dr. Elsie Chapman,dr elsie chapman,N/A
576,9,Lorry Goldman,Gene,gene,N/A
576,10,Doug Savant,Sgt. O'Neal,sgt oneal,N/A
576,11,Malcolm Danare,Dr. Mendel Craven,dr mendel craven,N/A
576,12,Ralph Manza,Fisherman Joe,fisherman joe,N/A
576,13,Glenn Morshower,Kyle Terrington,kyle terrington,N/A
576,14,Chris Ellis,Gen. Hunter Anderson,gen hunter anderson,N/A
576,15,Richard Gant,Admiral Phelps,admiral phelps,N/A
1205,0,Vera Farmiga,Dr. Emma Russell,dr emma russell,N/A
1205,1,Kyle Chandler,Mark Russell,mark russell,N/A
1205,2,Millie Bobby Brown,Madison Russell,madison russell,N/A
1205,3,Ken Watanabe,Dr. Ishiro Serizawa,dr ishiro serizawa,N/A
1205,4,Sally Hawkins,Dr. Vivienne Graham,dr vivienne graham,N/A
1205,5,Bradley Whitford,Dr. Rick Stanton,dr rick stanton,N/A
1205,6,Thomas Middleditch,Sam Coleman,sam coleman,N/A
1205,7,O'Shea Jackson Jr.,Jackson Barnes,jackson barnes,N/A
1205,8,Charles Dance,Alan Jonah,alan jonah,N/A
1205,9,Zhang Ziyi,Dr. Ilene Chen and Dr. Ling Chen,dr ilene chen and dr ling chen,N/A
501,0,Elijah Wood,Mark Evans.,mark evans,N/A
501,1,Macaulay Culkin,Henry Evans,henry evans,N/A
501,2,Wendy Crewson,Susan Evans,susan evans,N/A
501,3,David Morse,Jack Evans,jack evans,N/A
501,4,Daniel Hugh Kelly,Wallace Evans,wallace evans,N/A
501,5,Jacqueline Brookes,Alice Davenport,alice davenport,N/A
501,6,Quinn Culkin,Connie Evans,connie evans,N/A
501,7,Ashley Crow,Janice Evans,janice evans,N/A
2,0,Judy Geeson,Jacki,jacki,N/A
2,1,Martin Potter,Julian,julian,N/A
2,2,Michael Redgrave,James Harrington-Smith,james harrington smith,N/A
2,3,Mike Pratt,Rod Barstowe,rod barstowe,N/A
2,4,Alexis Kanner,Clive Landseer,clive landseer,N/A
2,5,Freddie Jones,David Curry,david curry,N/A
2,6,Marion Diamond,Denise Pryce-Fletcher,denise pryce fletcher,N/A
945,0,Sean Rogerson,Lance Preston,lance preston,False
945,1,Ashleigh Gryzko,Sasha Parker,sasha parker,True
945,2,Merwin Mondesir,T.C. Gibson,tc gibson,True
945,3,Mackenzie Gray,Houston Grey,houston grey,True
945,4,Juan Riedinger,Matt White,matt white,True
945,5,Arthur Corber,Dr. Arthur Friedkin,dr arthur friedkin,True
945,6,Bob Rathie,Kenny Sandavol,kenny sandavol,False
945,7,Matthew K. McBride,Spiritual Force,spiritual force,False
945,8,Ben Wilkinson,Jerry Hartfield,jerry hartfield,False
945,9,Alex Timmer,The Tongueless Demon,tongueless demon,False
945,10,Eva Gifford,Demon Girl,demon girl,False
945,11,Michele Cummins,Bathtub Demon,bathtub demon,False
945,12,Shawn Macdonald,Morgan Turner,morgan turner,False
945,13,Fred Keating,Gary Crawford,gary crawford,False
945,14,Max Train,Punk Guy,punk guy,False
945,15,Marita Eason,Punk Girl,punk girl,False
981,0,Richard Harmon,Alex Wright,alex wright,False
981,1,Leanne Lapp,Jennifer Parker,jennifer parker,True
981,2,Sean Rogerson,Sean Rogerson,sean rogerson,False
981,3,Dylan Playfair,Trevor Thompson,trevor thompson,True
981,4,Stephanie Bennett,Tessa Hamill,tessa hamill,False
981,5,Howard Lai,Jared Lee,jared lee,True
981,6,Sean Tyson,the guard stationed at the hospital.,guard stationed at hospital,False
981,7,Ben Wilkinson,Jerry Hartfield,jerry hartfield,False
981,8,Arthur Corber,Dr. Arthur Friedkin,dr arthur friedkin,False
981,9,Brenda McDonald,Mrs. Rogerson.,mrs rogerson,False
981,10,Collin Minihan and Stuart Ortiz,the Vicious Brothers,vicious brothers,False
981,11,Dalila Bela,Kaitlin,kaitlin,False
981,12,Christopher Paul Hill,Vlogger,vlogger,False
981,13,Roy Campsall,the emaciated demon.,emaciated demon,False
981,14,Melissa Valvok and Brenda Anderson,nurse demons.,nurse demons,False
981,15,Dale Hall,,,False
981,16,Maddox Valvok,,,False
981,17,Merwin Mondesir,Merwin Mondesir,merwin mondesir,False
981,18,Mackenzie Gray,Mackenzie Gray,mackenzie gray,False
981,19,Juan Riedinger,Juan Riedinger,juan riedinger,False
981,20,Ashleigh Gryzcko,Ashleigh Gryzcko,ashleigh gryzcko,False
981,21,Reese Alexander and Meeshelle Neal,Los Angeles police officers.,los angeles police officers,False
197,0,James Franciscus,Peter Benton,peter benton,N/A
197,1,Vic Morrow,Ron Hamer,ron hamer,N/A
197,2,Micaela Pignatelli,Gloria Benton,gloria benton,N/A
197,3,Joshua Sinclair,Governor William Wells,governor william wells,N/A
197,4,Giancarlo Prete,Bob Martin,bob martin,N/A
197,5,Stefania Girolami Goodwin,Jenny Benton,jenny benton,N/A
268,0,Zach Galligan,William,william,N/A
268,1,Phoebe Cates,Kate Beringer,kate beringer,N/A
268,2,Hoyt Axton,Randall Peltzer,randall peltzer,N/A
268,3,Frances Lee McCain,Lynn Peltzer,lynn peltzer,N/A
268,4,Dick Miller,Murray Futterman,murray futterman,N/A
268,5,Jackie Joseph,Sheila Futterman,sheila futterman,N/A
268,6,Glynn Turman,Mr. Roy Hanson,mr roy hanson,N/A
268,7,Polly Holliday,Mrs. Deagle,mrs deagle,N/A
268,8,Corey Feldman,Pete Fountain,pete fountain,N/A
268,9,Howie Mandel,the voice of Gizmo,voice of gizmo,N/A
268,10,Frank Welker,the voice of Stripe,voice of stripe,N/A
268,11,Mushroom,Barney,barney,N/A
434,0,Zach Galligan,Billy Peltzer,billy peltzer,N/A
434,1,Phoebe Cates,Kate Beringer,kate beringer,N/A
434,2,John Glover,Daniel Clamp,daniel clamp,N/A
434,3,Robert Prosky,Grandpa Fred,grandpa fred,N/A
434,4,Robert Picardo,Forster,forster,N/A
434,5,Christopher Lee,Doctor Catheter,doctor catheter,N/A
434,6,Haviland Morris,Marla Bloodstone,marla bloodstone,N/A
434,7,Dick Miller,Murray Futterman,murray futterman,N/A
434,8,Jackie Joseph,Sheila Futterman,sheila futterman,N/A
434,9,Gedde Watanabe,Mr. Katsuji,mr katsuji,N/A
434,10,Keye Luke,Mr. Wing,mr wing,N/A
434,11,Kathleen Freeman,Microwave Marge,microwave marge,N/A
434,12,Don Stanton,Martin,martin,N/A
434,13,Dan Stanton,Lewis,lewis,N/A
1170,0,Isabelle Huppert,Greta Hideg,greta hideg,N/A
1170,1,Chloë Grace Moretz,Frances McCullen,frances mccullen,N/A
1170,2,Maika Monroe,Erica Penn,erica penn,N/A
1170,3,Colm Feore,Chris McCullen,chris mccullen,N/A
1170,4,Stephen Rea,Brian Cody,brian cody,N/A
1232,0,Sophia Lillis,Gretel,gretel,N/A
1232,1,Sam Leaky,Hansel,hansel,N/A
1232,2,Charles Babalola,The Huntsman,huntsman,N/A
1232,3,Alice Krige,Holda/The Witch,holda witch,N/A
1232,4,Jessica De Gouw,Young Holda/The Witch,young holda witch,N/A
959,0,Liam Neeson,John Ottway,john ottway,N/A
959,1,Frank Grillo,John Diaz,john diaz,N/A
959,2,Dermot Mulroney,Jerome Talget,jerome talget,N/A
959,3,Dallas Roberts,Pete Hendrick,pete hendrick,N/A
959,4,Joe Anderson,Todd Flannery,todd flannery,N/A
959,5,Nonso Anozie,Jackson Burke,jackson burke,N/A
959,6,James Badge Dale,Luke Lewenden,luke lewenden,N/A
959,7,Ben Hernandez Bray,Hernandez,hernandez,N/A
959,8,Anne Openshaw,Ana Ottway,ana ottway,N/A
87,0,Christopher George,Michael Kelly,michael kelly,N/A
87,1,Andrew Prine,Don Stober,don stober,N/A
87,2,Richard Jaeckel,Arthur Scott,arthur scott,N/A
87,3,Joan McCall,Allison Corwin,allison corwin,N/A
87,4,Joan Dorsey,Charley Kittridge,charley kittridge,N/A
87,5,Charles Kissinger,Dr. Hallitt,dr hallitt,N/A
87,6,Mike Clifford,Pat,pat,N/A
87,7,Teddy,bear,bear,N/A
705,0,Sarah Michelle Gellar,Karen,karen,False
705,1,Jason Behr,Doug,doug,True
705,2,William Mapother,Matthew Williams,matthew williams,True
705,3,Clea DuVall,Jennifer Williams,jennifer williams,True
705,4,KaDee Strickland,Susan Williams,susan williams,True
705,5,Grace Zabriskie,Emma Williams,emma williams,True
705,6,Ted Raimi,Alex,alex,True
1239,0,Andrea Riseborough,Detective Muldoon,detective muldoon,N/A
1239,1,Demián Bichir,Detective Goodman,detective goodman,N/A
1239,2,John Cho,Peter Spencer,peter spencer,N/A
1239,3,Betty Gilpin,Nina Spencer,nina spencer,N/A
1239,4,Lin Shaye,Faith Matheson,faith matheson,N/A
1239,5,Jacki Weaver,Lorna Moody,lorna moody,N/A
1239,6,Frankie Faison,William Matheson,william matheson,N/A
1239,7,William Sadler,Detective Wilson,detective wilson,N/A
1239,8,Tara Westwood,Fiona Landers,fiona landers,N/A
1171,0,Jamie Lee Curtis,Laurie Strode,laurie strode,False
1171,1,Judy Greer,Karen Nelson,karen nelson,False
1171,2,Andi Matichak,Allyson Nelson,allyson nelson,False
1171,3,James Jude Courtney,The Shape,shape,False
1171,4,Nick Castle,The Shape,shape,False
1171,5,Haluk Bilginer,Dr. Ranbir Sartain,dr ranbir sartain,True
1171,6,Will Patton,Frank Hawkins,frank hawkins,True
1171,7,Rhian Rees,Dana Haines,dana haines,True
1171,8,Jefferson Hall,Aaron Korey,aaron korey,True
1171,9,Virginia Gardner,Vicky,vicky,True
1171,10,Miles Robbins,Dave,dave,True
1171,11,Dylan Arnold,Cameron Elam,cameron elam,False
1171,12,Drew Scheid,Oscar,oscar,True
1171,13,Omar J. Dorsey,Sheriff Barker,sheriff barker,False
1171,14,Rob Niter,Deputy Sheriff Walker,deputy sheriff walker,False
1171,15,Toby Huss,Ray Nelson,ray nelson,True
1171,16,Jefferson Hall,Martin,martin,False
1171,17,Jibrail Nantambu,Julian,julian,False
115,0,Donald Pleasence,Dr. Samuel Loomis,dr samuel loomis,False
115,1,Jamie Lee Curtis,Laurie Strode,laurie strode,False
115,2,Nancy Kyes,Annie Brackett,annie brackett,True
115,3,P. J.  Soles,Lynda van der Klok,lynda van der klok,True
115,4,Charles Cyphers,Sheriff Leigh Brackett,sheriff leigh brackett,False
115,5,Kyle Richards,Lindsey Wallace,lindsey wallace,False
115,6,Brian Andrews,Tommy Doyle,tommy doyle,False
115,7,John Michael Graham,Bob Simms,bob simms,True
115,8,Nancy Stephens,Marion Chambers,marion chambers,False
115,9,Arthur Malet,Graveyard Keeper,graveyard keeper,False
115,10,Mickey Yablans,Richie,richie,False
115,11,Brent Le Page,Lonnie Elamb,lonnie elamb,False
115,12,Adam Hollander,Keith,keith,False
115,13,Robert Phalen,Dr. Terence Wynn,dr terence wynn,False
115,14,Heather Masters,Circus Baby,circus baby,False
115,15,Kellen Goff,Funtime Freddy,funtime freddy,False
115,16,Erika Anderson,Funtime Chica,funtime chica,False
115,17,Nick Castle,Michael Myers,michael myers,False
115,18,Daryl Hannah,Nancy Archer,nancy archer,False
115,19,Daniel Baldwin,Harry Archer,harry archer,False
115,20,James Lorinz,Jeffrey,jeffrey,False
115,21,Charlotte Helmkamp,Honey,honey,False
115,22,Jennifer Delora,Angel,angel,False
115,23,Lia Chang,Crystal,crystal,False
115,24,Kimberly Taylor,Amber,amber,False
115,25,Stephanie Ryan,Anise,anise,False
115,26,Heather Hunter,Chartreuse,chartreuse,False
115,27,Gittan Goding,Sugar,sugar,False
115,28,Sandy Colosimo,Monkey,monkey,False
115,29,Joseph Gonzalez,Zorro,zorro,False
115,30,Shirley Stoler,Spike,spike,False
806,0,Malcolm McDowell,Samuel Loomis,samuel loomis,False
806,1,Sheri Moon Zombie,Deborah Myers,deborah myers,True
806,2,Tyler Mane,"Michael Myers
Daeg Faerch as Michael Myers",michael myers daeg faerch as michael myers,False
806,3,Daeg Faerch,Michael Myers,michael myers,True
806,4,Scout Taylor-Compton,Laurie Strode / Angel Myers,laurie strode angel myers,False
806,5,Brad Dourif,Sheriff Leigh Brackett,sheriff leigh brackett,False
806,6,Danielle Harris,Annie Brackett,annie brackett,False
806,7,William Forsythe,Ronnie White,ronnie white,True
806,8,Kristina Klebe,Lynda Van Der Klok,lynda van der klok,True
806,9,Skyler Gisondo,Tommy Doyle,tommy doyle,False
806,10,Jenny Gregg Stewart,Lindsey Wallace,lindsey wallace,False
806,11,Dee Wallace,Cynthia Strode,cynthia strode,True
806,12,Pat Skipper,Mason Strode,mason strode,True
806,13,Nick Mennell,Bob Simms,bob simms,True
806,14,Max Van Ville,Paul Freedman,paul freedman,True
806,15,Hanna R. Hall,Judith Myers,judith myers,True
806,16,Adam Weisman,Steve Haley,steve haley,True
806,17,Daryl Sabara,Wesley Rhodes,wesley rhodes,True
806,18,Ken Foree,"Joseph ""Big Joe"" Grizzley",joseph big joe grizzley,False
374,0,Donald Pleasence,Dr. Sam Loomis,dr sam loomis,False
374,1,Ellie Cornell,Rachel Carruthers,rachel carruthers,False
374,2,Danielle Harris,Jamie Lloyd,jamie lloyd,False
374,3,George P. Wilbur,"Michael Myers
Tom Morga as Michael Myers",michael myers tom morga as michael myers,False
374,4,Tom Morga,Michael Myers,michael myers,False
374,5,Erik Preston,young Michael Myers,young michael myers,False
374,6,Michael Pataki,Dr. Hoffman,dr hoffman,False
374,7,Beau Starr,Sheriff Ben Meeker,sheriff ben meeker,False
374,8,Kathleen Kinmont,Kelly Meeker,kelly meeker,True
374,9,Sasha Jenson,Brady,brady,True
374,10,Leslie L. Rohland,Lindsey Wallace,lindsey wallace,False
374,11,Gene Ross,Earl Ford,earl ford,True
374,12,Carmen Filpi,Rev. Jackson P. Sayer,rev jackson p sayer,False
374,13,Raymond O'Connor,Security Guard,security guard,False
374,14,Jeff Olson,Richard Carruthers,richard carruthers,False
374,15,Karen Alston,Darlene Carruthers,darlene carruthers,False
374,16,Nancy Borgenicht,Woman Attendant,woman attendant,False
374,17,David Jansen,Man Attendant,man attendant,False
374,18,George Sullivan,Deputy Logan,deputy logan,True
374,19,Michael Ruud,"Alan ""Big Al"" Gateway",alan big al gateway,False
374,20,Eric Hart,Orrin Gateway,orrin gateway,True
374,21,Logan Field,Unger,unger,True
374,22,Alan B. McElroy,State Trooper at Ambulance Crash Site,state trooper at ambulance crash site,False
374,23,Danny Ray,Tommy Doyle,tommy doyle,False
404,0,Donald Pleasence,Dr. Sam Loomis,dr sam loomis,False
404,1,Danielle Harris,Jamie Lloyd,jamie lloyd,False
404,2,Ellie Cornell,Rachel Carruthers,rachel carruthers,True
404,3,Beau Starr,Sheriff Ben Meeker,sheriff ben meeker,True
404,4,Wendy Kaplan,Tina Williams,tina williams,True
404,5,Tamara Glynn,Samantha Thomas,samantha thomas,True
404,6,Don Shanks,Michael Myers/Terence Wynn,michael myers terence wynn,False
404,7,Jeffrey Landman,Billy Hill,billy hill,False
404,8,Jonathan Chapin,"Michael/""Mikey""",michael mikey,False
404,9,Matthew Walker,Spitz,spitz,True
404,10,Betty Carvalho,Nurse Patsey,nurse patsey,True
404,11,Troy Evans,Deputy Charlie Bloch,deputy charlie bloch,True
404,12,Frank Como,Deputy Nick Ross,deputy nick ross,True
404,13,David Ursin,Deputy Tom Farrah,deputy tom farrah,True
522,0,Donald Pleasence,Dr. Sam Loomis,dr sam loomis,False
522,1,Paul Rudd,Tommy Doyle,tommy doyle,False
522,2,Marianne Hagan,Kara Strode,kara strode,False
522,3,Mitchell Ryan,Dr. Terence Wynn,dr terence wynn,True
522,4,Devin Gardner,Danny Strode,danny strode,False
522,5,George P. Wilbur,"Michael Myers
A. Michael Lerner as Michael Myers",michael myers a michael lerner as michael myers,False
522,6,A. Michael Lerner,Michael Myers,michael myers,False
522,7,J.C. Brandy,"Jamie Lloyd
Danielle Harris as Young Jamie Lloyd",jamie lloyd danielle harris as young jamie lloyd,False
522,8,Danielle Harris,Young Jamie Lloyd,young jamie lloyd,False
522,9,Mariah O'Brien,Beth,beth,True
522,10,Kim Darby,Debra Strode,debra strode,True
522,11,Bradford English,John Strode,john strode,True
522,12,Leo Geter,Barry Simms,barry simms,True
522,13,Susan Swift,Nurse Mary,nurse mary,True
522,14,Alan Echeverria,Dr. Bonham,dr bonham,True
522,15,Janice Knickrehm,Mrs. Blankenship,mrs blankenship,True
577,0,Jamie Lee Curtis,Laurie Strode/Keri Tate,laurie strode keri tate,False
577,1,Chris Durand,Michael Myers,michael myers,False
577,2,Josh Hartnett,John Tate,john tate,False
577,3,Adam Arkin,Will Brennan,will brennan,True
577,4,Michelle Williams,Molly Cartwell,molly cartwell,False
577,5,Jodi Lyn O'Keefe,Sarah Wainthrope,sarah wainthrope,True
577,6,Janet Leigh,Norma Watson,norma watson,False
577,7,Adam Hann-Byrd,Charlie Deveraux,charlie deveraux,False
577,8,LL Cool J,"Ronald ""Ronny"" Jones",ronald ronny jones,False
577,9,Joseph Gordon-Levitt,Jimmy Howell,jimmy howell,True
577,10,Nancy Stephens,Marion Chambers-Whittington,marion chambers whittington,False
577,11,Lisa Gay Hamilton,"Shirley ""Shirl"" Jones",shirley shirl jones,False
577,12,Matt Winston,Matt Sampson,matt sampson,False
577,13,Beau Billingslea,Detective Fitzsimmons,detective fitzsimmons,False
577,14,Branden Williams,Tony Alegre,tony alegre,False
883,0,Malcolm McDowell,Samuel Loomis,samuel loomis,True
883,1,Tyler Mane,Michael Myers,michael myers,False
883,2,Sheri Moon Zombie,Deborah Myers,deborah myers,False
883,3,Brad Dourif,Sheriff Leigh Brackett,sheriff leigh brackett,False
883,4,Danielle Harris,Annie Brackett,annie brackett,True
883,5,Scout Taylor-Compton,Laurie Strode/Angel Myers,laurie strode angel myers,False
883,6,Mark Boone Junior,Floyd,floyd,True
883,7,Chris Hardwick,David Newman,david newman,False
883,8,"""Weird Al"" Yankovic","""Weird Al"" Yankovic",weird al yankovic,False
883,9,Octavia Spencer,Nurse Daniels,nurse daniels,False
883,10,Margot Kidder,Barbara Collier,barbara collier,False
883,11,Brea Grant,Mya Rockwell,mya rockwell,True
883,12,Angela Trimbur,Harley David,harley david,True
198,0,Jamie Lee Curtis,Laurie Strode,laurie strode,False
198,1,Donald Pleasence,Dr. Sam Loomis,dr sam loomis,False
198,2,Charles Cyphers,Leigh Brackett,leigh brackett,False
198,3,Lance Guest,Jimmy,jimmy,False
198,4,Hunter von Leer,Gary Hunt,gary hunt,False
198,5,Tawny Moyer,Jill Franco,jill franco,True
198,6,Ana Alicia,Janet Marshall,janet marshall,True
198,7,Nancy Stephens,Marion Chambers,marion chambers,False
198,8,Gloria Gifford,Mrs. Virginia Alves,mrs virginia alves,False
198,9,Leo Rossi,Budd Scarlotti,budd scarlotti,True
198,10,Ford Rainey,Dr. Frederick Mixter,dr frederick mixter,True
198,11,Jeffrey Kramer,Graham,graham,False
198,12,Dick Warlock,The Shape,shape,False
198,13,Cliff Emmich,Mr. Garrett,mr garrett,False
198,14,John Zenda,Marshal,marshal,True
198,15,Lucille Benson,Mrs Elrod,mrs elrod,False
198,16,Nancy Loomis,Annie Brackett,annie brackett,False
198,17,Anne Bruner,Alice Martin,alice martin,True
198,18,Jack Verbois,Bennett Tramer,bennett tramer,False
198,19,Catherine Bergstrom,Producer,producer,False
198,20,Dana Carvey,Assistant,assistant,False
227,0,Tom Atkins,Dr. Daniel Challis,dr daniel challis,False
227,1,Stacey Nelkin,Ellie Grimbridge,ellie grimbridge,True
227,2,Dan O'Herlihy,Conal Cochran,conal cochran,True
227,3,Michael Currie,Rafferty,rafferty,False
227,4,Ralph Strait,Buddy Kupfer,buddy kupfer,True
227,5,Jadeen Barbor,Betty Kupfer,betty kupfer,True
227,6,Brad Schacter,Buddy Kupfer Jr,buddy kupfer jr,True
227,7,Garn Stephens,Marge Guttman,marge guttman,True
227,8,Al Berry,Harry Grimbridge,harry grimbridge,True
227,9,Wendy Wessberg,Teddy,teddy,True
227,10,Essex Smith,Walter Jones,walter jones,False
227,11,Nancy Kyes,Linda Challis,linda challis,False
227,12,Jonathan Terry,Starker,starker,True
227,13,Maidie Norman,Nurse Agnes,nurse agnes,False
227,14,Paddi Edwards,Secretary,secretary,False
227,15,Joshua John Miller,Willie Challis,willie challis,False
227,16,Michelle Walker,Bella Challis,bella challis,False
227,17,Dick Warlock,Assassin Android,assassin android,False
656,0,Brad Loree,Michael Myers,michael myers,False
656,1,Busta Rhymes,Freddie Harris,freddie harris,False
656,2,Bianca Kajlich,Sara Moyer,sara moyer,False
656,3,Thomas Ian Nicholas,Bill Woodlake,bill woodlake,True
656,4,Ryan Merriman,Myles Deckard Barton,myles deckard barton,False
656,5,Daisy McCrackin,Donna Chang,donna chang,True
656,6,Katee Sackhoff,Jennifer 'Jen' Danzig,jennifer jen danzig,False
656,7,Luke Kirby,Jim Morgan,jim morgan,True
656,8,Sean Patrick Thomas,Rudy Grimes,rudy grimes,False
656,9,Tyra Banks,Nora Winston,nora winston,True
656,10,Jamie Lee Curtis,Laurie Strode,laurie strode,True
656,11,Lorena Gale,Nurse Wells,nurse wells,False
656,12,Marisa Rudiak,Nurse Phillips,nurse phillips,False
656,13,Brent Chapman,Franklin Munroe,franklin munroe,True
656,14,Dan Joffre,Willie Haines,willie haines,True
656,15,Gus Lynch,Harold Trumble,harold trumble,False
656,16,Haig Sutherland,Aron,aron,False
656,17,Brad Sihvon,Charlie Albans,charlie albans,False
656,18,Rick Rosenthal,Professor Mixter,professor mixter,False
36,0,Hannah,Queen of the Vampires  at the Internet Movie Database,queen of vampires at internet movie database,N/A
36,1,Hannah,Queen of the Vampires at Wikipedia,queen of vampires at wikipedia,N/A
36,2,Hannah,Queen of the Vampires at Rotten Tomatoes,queen of vampires at rotten tomatoes,N/A
631,0,Anthony Hopkins,Dr. Hannibal Lecter,dr hannibal lecter,N/A
631,1,Julianne Moore,Clarice Starling,clarice starling,N/A
631,2,Gary Oldman,Mason Verger,mason verger,N/A
631,3,Ray Liotta,Paul Krendler,paul krendler,N/A
631,4,Frankie R. Faison,Barney Matthews,barney matthews,N/A
631,5,Giancarlo Giannini,Chief Inspector Rinaldo Pazzi,chief inspector rinaldo pazzi,N/A
631,6,Francesca Neri,Allegra Pazzi,allegra pazzi,N/A
631,7,Željko Ivanek,Dr. Cordell Doemling,dr cordell doemling,N/A
631,8,Hazelle Goodman,Evelda Drumgo,evelda drumgo,N/A
631,9,Robert Rietti,Sogliato,sogliato,N/A
631,10,David Andrews,FBI Agent Pearsall,fbi agent pearsall,N/A
631,11,Francis Guinan,FBI Asst. Director Noonan,fbi asst director noonan,N/A
631,12,Enrico Lo Verso,Gnocco,gnocco,N/A
631,13,Ivano Marescotti,Carlo Deogracias,carlo deogracias,N/A
631,14,Danielle de Niese,Beatrice,beatrice,N/A
807,0,Gaspard Ulliel,"Hannibal Lecter
Aaran Thomas as young Hannibal Lecter",hannibal lecter aaran thomas as young hannibal lecter,N/A
807,1,Aaran Thomas,young Hannibal Lecter,young hannibal lecter,N/A
807,2,Gong Li,Lady Murasaki,lady murasaki,N/A
807,3,Dominic West,Inspector Pascal Popil,inspector pascal popil,N/A
807,4,Rhys Ifans,Vladis Grutas,vladis grutas,N/A
807,5,Helena-Lia Tachovska,Mischa Lecter,mischa lecter,N/A
807,6,Kevin McKidd,Petras Kolnas,petras kolnas,N/A
807,7,Richard Brake,Enrikas Dortlich,enrikas dortlich,N/A
807,8,Stephen Walters,Zigmas Milko,zigmas milko,N/A
807,9,Ivan Marevich,Bronys Grentz,bronys grentz,N/A
807,10,Charles Maquignon,Paul Momund,paul momund,N/A
807,11,Ingeborga Dapkünaité,Mrs. Lecter,mrs lecter,N/A
807,12,Beata Ben Ammar,Madam Kolnas,madam kolnas,N/A
807,13,Pavel Bezdek,Dieter,dieter,N/A
807,14,Goran Kostic,Pot Watcher,pot watcher,N/A
807,15,Robbie Kay,Robert Kay,robert kay,N/A
807,16,Denis Ménochet,Chief of Police,chief of police,N/A
1026,0,Jeremy Renner,Hansel,hansel,N/A
1026,1,Cedric Eich,young Hansel,young hansel,N/A
1026,2,Gemma Arterton,Gretel,gretel,N/A
1026,3,Alea Sophia Boudodimos,young Gretel,young gretel,N/A
1026,4,Famke Janssen,Muriel,muriel,N/A
1026,5,Pihla Viitala,Mina,mina,N/A
1026,6,Thomas Mann,"Benjamin ""Ben"" Walser",benjamin ben walser,N/A
1026,7,Derek Mears,Edward,edward,N/A
1026,8,Robin Atkin Downes,Edward,edward,N/A
1026,9,Peter Stormare,Sheriff Berringer,sheriff berringer,N/A
1026,10,Ingrid Bolsø Berdal,Horned Witch,horned witch,N/A
1026,11,Joanna Kulig,Red-Haired Witch,red haired witch,N/A
1026,12,Bjørn Sundquist,Jackson,jackson,N/A
1026,13,Rainer Bock,Mayor Englemann,mayor englemann,N/A
1026,14,Thomas Scharff,Hansel and Gretel's father,hansel and gretels father,N/A
1026,15,Kathrin Kühnel,Adrianna,adrianna,N/A
1026,16,Zoë Bell,Tall Witch,tall witch,N/A
1026,17,Monique Ganderton,Candy Witch,candy witch,N/A
199,0,Melissa Sue Anderson,Virginia “Ginny” Wainwright,virginia ginny wainwright,N/A
199,1,Glenn Ford,Dr. David Faraday,dr david faraday,N/A
199,2,Lawrence Dane,Harold “Hal” Wainwright,harold hal wainwright,N/A
199,3,Sharon Acker,Estelle Wainwright,estelle wainwright,N/A
199,4,Frances Hyland,Mrs. Patterson,mrs patterson,N/A
199,5,Tracey E. Bregman,Ann Thomerson,ann thomerson,N/A
199,6,Jack Blum,Alfred Morris,alfred morris,N/A
199,7,Matt Craven,Steve Maxwell,steve maxwell,N/A
199,8,Lenore Zann,Maggie,maggie,N/A
199,9,David Eisner,Rudi,rudi,N/A
199,10,Michel-René Labelle,Etienne Vercures,etienne vercures,N/A
199,11,Richard Rebiere,Greg Hellman,greg hellman,N/A
199,12,Lesleh Donaldson,Bernadette O'Hara,bernadette ohara,N/A
199,13,Lisa Langlois,Amelia,amelia,N/A
1140,0,Jessica Rothe,Tree Gelbman,tree gelbman,True
1140,1,Israel Broussard,Carter Davis,carter davis,True
1140,2,Ruby Modine,Lori Spengler,lori spengler,True
1140,3,Rachel Matthews,Danielle Bouseman,danielle bouseman,True
1140,4,Charles Aitken,Gregory Butler,gregory butler,True
1140,5,Rob Mello,John Tombs,john tombs,True
1140,6,Phi Vu,Ryan Phan,ryan phan,False
1140,7,Caleb Spillyards,Tim Bauer,tim bauer,False
1140,8,Jason Bayle,David Gelbman,david gelbman,False
1140,9,Laura Clifton,Stephanie Butler,stephanie butler,False
1140,10,Cariella Smith,Becky Shepard,becky shepard,True
1140,11,Tran Tran,Emily,emily,False
1140,12,Blaine Kern III,Nick Sims,nick sims,True
1140,13,Dane Rhodes,Officer Santora,officer santora,True
1140,14,Tenea Intriago,Student Protestor,student protestor,False
1140,15,Missy Yager,Mrs. Gelbman,mrs gelbman,False
1078,0,Brian Patrick Butler,John,john,N/A
1078,1,John Shaughnessy,Al,al,N/A
1078,2,Luke Penasabene,Figure,figure,N/A
1078,3,Kevin Smith,Thin Man,thin man,N/A
1078,4,Belle Butler,Woman,woman,N/A
679,0,Eddie Murphy,Jim Evers,jim evers,N/A
679,1,Terence Stamp,Ramsley,ramsley,N/A
