Movie Index,Title,Year,Plot,Director(s),Star(s),Stripped Title,Horror Wiki Index,Horror Wiki URL
739,Chopping Mall,1986.0,"A group of young shopping mall employees stay behind for a late night party in one of the stores. When the mall goes on lock-down before they can get out, the robot security system malfunctions, and goes on a killing spree.",Jim Wynorski,"Kelli Maroney, Tony O'Dell, Russell Todd, Karrie Emerson",chopping mall,298.0,/wiki/Chopping_Mall_(1986)
740,The Eleventh Commandment,1986.0,"A young man driven to insanity by his corrupt uncle breaks out of a mental hospital, and proceeds to kill his way through in order to save his 9-year-old cousin from her corrupt family and avenge his father's killing.",Paul Leder,"Bernard White, Marilyn Hassett, Dick Sargent, Greg Mullavey",eleventh commandment,,
741,The Zero Boys,1986.0,A group of friends travel to a wilderness area to play a survival game. Soon they unexpectedly find themselves in a real-life survival situation.,Nico Mastorakis,"Daniel Hirsch, Kelli Maroney, Nicole Rio, Tom Shell",zero boys,,
742,April Fool's Day,1986.0,"Nine college students staying at a friend's remote island mansion begin to fall victim to an unseen murderer over the April Fool's Day weekend, but nothing is as it seems.",Fred Walton,"Deborah Foreman, Griffin O'Neal, Clayton Rohner, Jay Baker",april fools day,297.0,/wiki/April_Fool%27s_Day_(1986)
743,Spookies,1986.0,A sorcerer tries to sacrifice a group of people inside his house with the intention of using their vitality to keep his wife alive.,"Brendan Faulkner, Thomas Doran, Genie Joseph","Felix Ward, Maria Pechukas, Dan Scott, Alec Nemser",spookies,319.0,/wiki/Spookies
744,Neon Maniacs,1986.0,"A group of teenagers in San Francisco discover a nest of homicidal monsters living in a tower of the Golden Gate Bridge, but when they try to tell authorities, no one believes them.",Joseph Mangine,"Clyde Hayes, Leilani Sarelle, Donna Locke, Victor Brandt",neon maniacs,,
745,Raiders of the Living Dead,1986.0,A newspaper reporter hears of strange goings-on on a remote island. He travels there and finds that a mad scientist lives there and he is creating zombies.,Samuel M. Sherman,"Scott Schwartz, Robert Deveau, Donna Asali, Robert Allen",raiders of living dead,,
746,Critters,1986.0,"A group of small but vicious alien creatures called Crites escape from an alien prison transport vessel and land near a small farm town on earth, pursued by two shape-shifting bounty hunters.",Stephen Herek,"Dee Wallace, M. Emmet Walsh, Billy Green Bush, Scott Grimes",critters,299.0,/wiki/Critters_(1986)
747,Deadtime Stories,1986.0,"A babysitting uncle tells his nephew three horror stories about killer witches, Little Red Riding Hood and a werewolf, and ""Goldi Lox"" and the three bears.",Jeffrey Delman,"Scott Valentine, Nicole Picard, Matt Mitler, Cathryn de Prume",deadtime stories,301.0,/wiki/Deadtime_Stories
748,Star Crystal,1986.0,Crew members aboard a space ship encounter an alien life form intent on killing them.,,,star crystal,,
749,Torment,1986.0,"A detective sets out to capture a psycho who kills women, but the psycho turns the tables and goes after the detective's girlfriend.","John Hopkins, Samson Aslanian","Taylor Gilbert, William Witt, Eve Brenner, Warren Lincoln",torment,,
750,Breeders,1986.0,The Manhattan General Hospital admitted a string of young women raped by something otherworldly. Dr. Pace and Detective Andriotti try and isolate the strange organic material found on the victims to find the fiend.,Tim Kincaid,"Teresa Farley, Lance Lewman, Frances Raines, Natalie Savage",breeders,,
751,Killer Party,1986.0,"In order to join a sorority, three friends go to a hazing party in an old house where a sadistic bloodthirsty demonic spirit is lying in wait.",William Fruet,"Martin Hewitt, Ralph Seymour, Elaine Wilkes, Paul Bartel",killer party,,
752,Nightmare Weekend,1986.0,"A female scientist performs experiments on three college girls that turn them into drooling, murderous mutants.",Henri Sala,"Debbie Laster, Dale Midkiff, Debra Hunter, Lori Lewis",nightmare weekend,,
753,Monster in the Closet,1986.0,"After several people and a dog are found dead in their closets, a mild-mannered reporter, a college professor, her son, and a befuddled professor band together to uncover the mystery.",Bob Dahlin,"Donald Grant, Denise DuBarry, Claude Akins, Howard Duff",monster in closet,,
754,Class of Nuke 'Em High,1986.0,The pupils at a high school next to a nuclear power plant start acting and looking strange after buying contaminated drugs from a plant worker.,"Lloyd Kaufman, Richard W. Haines","Janelle Brady, Gil Brenton, Robert Prichard, Pat Ryan",class of nuke em high,,
755,Crawlspace,1986.0,"A man who runs an apartment house for women is the demented son of a Nazi surgeon who has the house equipped with secret passageways, hidden rooms and torture and murder devices.",David Schmoeller,"Klaus Kinski, Talia Balsam, Barbara Whinnery, Carole Francis",crawlspace,,
756,Poltergeist II: The Other Side,1986.0,"The Freeling family have a new house, but their troubles with supernatural forces don't seem to be over.",Brian Gibson,"JoBeth Williams, Craig T. Nelson, Heather O'Rourke, Oliver Robins",poltergeist ii other side,,
757,The Tomb,1986.0,"A tomb robber steals artifacts from an unmarked tomb in Egypt and sells them to different archeologists in America. This displeases the immortal woman whose tomb has been desecrated, so she...                See full summary »",Fred Olen Ray,"Cameron Mitchell, John Carradine, Sybil Danning, Suzy Stokey",tomb,,
758,Psycho III,1986.0,"Norman Bates falls in love with a fallen nun who stays at the Bates Motel alongside a drifter and a curious reporter. Meanwhile, ""Mother"" is still watching.",Anthony Perkins,"Anthony Perkins, Diana Scarwid, Jeff Fahey, Roberta Maxwell",psycho iii,314.0,/wiki/Psycho_III
759,Doorman,1986.0,"When the doorman of an expensive apartment building turns up with a broken neck, it doesn't attract much attention. But when it happens a second time, and then a third, the city starts to ...                See full summary »",Gary Youngman,"Haru Aki, Allison Biggers, Robin Cahall, Jerry Campbell",doorman,,
760,Truth or Dare?: A Critical Madness,1986.0,Mike Strauber catches his wife Sharon in bed with his best friend Jerry. He gets mad and takes off to embark on an adventure of murder and self-mutilation in demented games of truth or dare.,"Yale Wilson, Tim Ritter","John Brace, Mary Fanaro, Bruce Gold, A.J. McLean",truth or dare a critical madness,,
761,Invaders from Mars,1986.0,A boy tries to stop aliens who have taken over his town and are attempting to brainwash its inhabitants.,Tobe Hooper,"Karen Black, Hunter Carson, Timothy Bottoms, Laraine Newman",invaders from mars,309.0,/wiki/Invaders_from_Mars_(1986)
762,The Supernaturals,1986.0,"Nichelle Nichols is an army sergeant who leads her platoon into the woods of the deep south on a training exercise. Unfortunately, it is the site where a bunch of yankee soldiers murdered a...                See full summary »",Armand Mastroianni,"Maxwell Caulfield, Nichelle Nichols, Talia Balsam, Bradford Bancroft",supernaturals,,
763,Vamp,1986.0,"Two fraternity pledges travel to a sleazy bar in search of a stripper for their college friends, unaware it is occupied by vampires.",Richard Wenk,"Chris Makepeace, Sandy Baron, Robert Rusler, Dedee Pfeiffer",vamp,,
764,Maximum Overdrive,1986.0,A group of people try to survive when machines start to come alive and become homicidal.,Stephen King,"Emilio Estevez, Pat Hingle, Laura Harrington, Yeardley Smith",maximum overdrive,311.0,/wiki/Maximum_Overdrive
765,Friday the 13th Part VI: Jason Lives,1986.0,"Tommy Jarvis goes to the graveyard to get rid of Jason Voorhees' body once and for all, but inadvertently brings him back to life instead. The newly revived killer once again seeks revenge, and Tommy may be the only one who can defeat him.",Tom McLoughlin,"Thom Mathews, Jennifer Cooke, David Kagen, Kerry Noonan",friday 13th part vi jason lives,304.0,/wiki/Friday_the_13th_Part_VI:_Jason_Lives
766,Alien Predator,1986.0,Three American friends travelling through Spain get stuck in a remote town where something very dangerous is changing the town's people.,Deran Sarafian,"Dennis Christopher, Martin Hewitt, Lynn-Holly Johnson, Luis Prendes",alien predator,,
767,The Fly,1986.0,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.,David Cronenberg,"Jeff Goldblum, Geena Davis, John Getz, Joy Boushel",fly,303.0,/wiki/The_Fly_(1986)
768,Manhunter,1986.0,"Former F.B.I. profiler Will Graham (William Petersen) returns to service to pursue a deranged serial killer named ""the Tooth Fairy"" (Tom Noonan) by the media.",Michael Mann,"William Petersen, Kim Greist, Joan Allen, Brian Cox",manhunter,,
769,Night of the Creeps,1986.0,"Alien brain parasites, entering humans through the mouth, turn their host into a killing zombie. Some teenagers start to fight against them.",Fred Dekker,"Jason Lively, Tom Atkins, Steve Marshall, Jill Whitlow",night of creeps,313.0,/wiki/Night_of_the_Creeps
770,The Texas Chainsaw Massacre 2,1986.0,A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.,Tobe Hooper,"Dennis Hopper, Caroline Williams, Jim Siedow, Bill Moseley",texas chainsaw massacre 2,321.0,/wiki/The_Texas_Chainsaw_Massacre_2
771,Henry: Portrait of a Serial Killer,1986.0,"Henry, a drifter, commits a series of brutal murders, supposedly operating with impunity.",John McNaughton,"Michael Rooker, Tracy Arnold, Tom Towles, Mary Demas",henry portrait of a serial killer,306.0,/wiki/Henry:_Portrait_Of_A_Serial_Killer_(1986)
772,Hunter's Blood,1986.0,"Five ""city boys"" travel to the country to relax by doing some hunting, drinking Bud, and generally having good time. However, the local inbred backwoods psychos turn the hunters into the ...                See full summary »",Robert Hughes,"Sam Bottoms, Kim Delaney, Clu Gulager, Ken Swofford",hunters blood,,
773,The Night Stalker,1986.0,A tough homicide cop is assigned to track down a serial killer who is murdering prostitutes.,Max Kleven,"Charles Napier, Michelle Reese, Katherine Kelly Lang, Robert Viharo",night stalker,,
774,Deadly Friend,1986.0,"After his friend is killed by her abusive father, the new kid in town attempts to save her by implanting robotic microchips into her brain.",Wes Craven,"Matthew Labyorteaux, Kristy Swanson, Michael Sharrett, Anne Twomey",deadly friend,300.0,/wiki/Deadly_Friend_(1986)
775,Necropolis,1986.0,"Reincarnated ""Satanic Witch"" from New Amsterdam, circa 1600's comes back to revive her cult members by sucking the life force out of people.",Bruce Hickey,"LeeAnne Baker, Michael Conte, Jacquie Fitz, George Anthony-Rayza",necropolis,,
776,Sorority House Massacre,1986.0,College student Beth and her sorority sisters are stalked by an escaped psychopathic killer who shares a strange telepathic link with her.,Carol Frank,"Angela O'Neill, Wendy Martel, Pamela Ross, Nicole Rio",sorority house massacre,318.0,/wiki/Sorority_House_Massacre_(1986)
777,From Beyond,1986.0,"A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms.",Stuart Gordon,"Jeffrey Combs, Barbara Crampton, Ted Sorel, Ken Foree",from beyond,305.0,/wiki/From_Beyond
778,Trick or Treat,1986.0,"A bullied teenage boy is devastated after the death of his heavy metal idol, Sammi Curr. But as Hallowe'en night approaches, he discovers that he may be the only one who can stop Sammi from making a Satanic comeback from beyond the grave.",Charles Martin Smith,"Marc Price, Tony Fields, Lisa Orgolini, Doug Savant",trick or treat,,
779,Twisted,1986.0,"One evening the Collins find their maid dead. Consequently they need a new babysitter for an upcoming big party. The sensible Helen meets little Susan Collins at the discount market and likes her, so she offers to do the job.",Adam Holender,"Lois Smith, Christian Slater, Dina Merrill, Tandy Cronyn",twisted,,
780,Blood Hook,1986.0,"During a local fishing contest, people are being violently dragged into the lake and killed by a giant fish hook.",Jim Mallon,"Mark Jacobs, Lisa Jane Todd, Patrick Danz, Sara Hauser",blood hook,,
781,The Wraith,1986.0,"After a young man is murdered by a road-racing gang of motor-heads, a mysterious fast-driving spirit descends from the sky to take revenge.",Mike Marvin,"Charlie Sheen, Nick Cassavetes, Sherilyn Fenn, Randy Quaid",wraith,,
782,Dreamaniac,1986.0,"A heavy-metal musician makes a deal with a satanic succubus to make him successful with women, in return for the succubus being able to feed on the girls.",David DeCoteau,"Thomas Bern, Ashlyn Gere, Sylvia Summers, Lauren Peterson",dreamaniac,,
