Horror Wiki Index,char index,actor,character,stripped character,killed,actor url,race,gender
1073,1,Rob Van Dam,Stanley,stanley,,http://www.nndb.com/people/158/000159678/,White,Male
1073,2,Danny Trejo,Max Burns,max burns,,http://www.nndb.com/people/112/000031019/,Hispanic,Male
1073,3,Jaason Simmons,Dr. Ted Nelson,dr ted nelson,,,Unlisted,Unlisted
1073,4,Rico Ball,Omar,omar,,,Unlisted,Unlisted
1073,5,Jena Sims,Dr. Laura Thomas,dr laura thomas,,,Unlisted,Unlisted
1073,6,Lawrence C. Garnell Jr.,Dr. Leonard,dr leonard,,,Unlisted,Unlisted
1073,7,Dawn Hamil,Allison,allison,,,Unlisted,Unlisted
1073,8,Brianna Ferris,Rosemarie,rosemarie,,,Unlisted,Unlisted
1073,9,Carlos Rivera,Howard Grant,howard grant,,,Unlisted,Unlisted
1073,10,Scott Thomas Reynold,Ryan Bennett,ryan bennett,,,Unlisted,Unlisted
1073,11,Brad Mills,Greg,greg,,,Unlisted,Unlisted
1073,12,Bob Constance,Brad,brad,,,Unlisted,Unlisted
1073,13,James Poule,Brian,brian,,,Unlisted,Unlisted
1073,14,Stephen Norris,Steve,steve,,,Unlisted,Unlisted
1073,15,Mark Nager,Seth,seth,,,Unlisted,Unlisted
1073,16,Preston Simmons,Zach,zach,,,Unlisted,Unlisted
1073,17,Stephen Harwick,Mark,mark,,,Unlisted,Unlisted
1073,18,Jazy Berlin,Polly,polly,,,Unlisted,Unlisted
1073,19,Anna Mercedes Morris,Sasha,sasha,,,Unlisted,Unlisted
1073,20,Kayla Campbell,Lindsey,lindsey,,,Unlisted,Unlisted
1073,21,Nestor Fuentes,Maurice,maurice,,,Unlisted,Unlisted
1073,22,Carlos Javier Rivera,Howard,howard,,,Unlisted,Unlisted
1073,23,Jacquline Schmidt,Vanessa,vanessa,,,Unlisted,Unlisted
1073,24,Eric C. Schmitz,Betts,betts,,,Unlisted,Unlisted
1073,25,Scott Alan Warner,Sandoval,sandoval,,,Unlisted,Unlisted
1073,26,Cody Lee,Tyler,tyler,,,Unlisted,Unlisted
1073,27,Chasen Grieshop,Volley Player,volley player,,,Unlisted,Unlisted
1073,28,Chris Cook,Captain,captain,,,Unlisted,Unlisted
1073,29,Laurie Jones,Boat Crew,boat crew,,,Unlisted,Unlisted
1073,30,Martin Ross Henne,Handsome Boat Partiet,handsome boat partiet,,,Unlisted,Unlisted
1073,31,John Williams & Willie Jones,Burns Men,burns men,,http://www.nndb.com/people/476/000023407/,White,Male
1073,32,Kimberly Ballista,Bikini Girl,bikini girl,,,Unlisted,Unlisted
1073,33,Cristalle C. Leonard,Research Scientist,research scientist,,,Unlisted,Unlisted
1073,34,Rebekah Hart Franklin,Scientist,scientist,,,Unlisted,Unlisted
1073,35,Sharon Posey,Scientist,scientist,,,Unlisted,Unlisted
1073,36,Brent Amacker & Holly Arland,Background Persons,background persons,,,Unlisted,Unlisted
789,0,Josh Hartnett,Eben Oleson,eben oleson,,http://www.nndb.com/people/064/000022995/,White,Male
789,1,Melissa George,Stella Oleson,stella oleson,,http://www.nndb.com/people/374/000110044/,White,Female
789,2,Danny Huston,Marlow,marlow,,http://www.nndb.com/people/756/000131363/,White,Male
789,3,Ben Foster,The Stranger,stranger,,http://www.nndb.com/people/866/000131473/,White,Male
789,4,Mark Boone Junior,Beau Brower,beau brower,,http://www.nndb.com/people/862/000346821/,White,Male
789,5,Mark Rendall,Jake Olseon,jake olseon,,,White,Male
789,6,Amber Sainsbury,Denise,denise,,,Unlisted,Unlisted
789,7,Manu Bennett,Billy Kitka,billy kitka,,http://www.nndb.com/people/486/000346445/,White,Male
789,8,Megan Franich,Iris,iris,,,White,Female
789,9,Joel Tobeck,Doug Hertz,doug hertz,,,White,Male
789,10,Elizabeth Hawthorne,Lucy Ikos,lucy ikos,,,White,Female
789,11,Nathaniel Lees,Carter Davies,carter davies,,,White,Male
1129,0,Mandy Moore,Lisa,lisa,,http://www.nndb.com/people/273/000026195/,White,Female
1129,1,Claire Holt,Kate,kate,,http://www.nndb.com/people/972/000353910/,White,Female
1129,2,Chris J. Johnson,Javier,javier,,,Unlisted,Unlisted
1129,3,Yani Gellman,Louis,louis,,,Unlisted,Unlisted
1129,4,Santiago Segura,Benjamin,benjamin,,http://www.nndb.com/people/890/000136482/,Hispanic,Male
1129,5,Matthew Modine,Captain Taylor,captain taylor,,http://www.nndb.com/people/253/000024181/,White,Male
1129,6,Mayra Juarez,Sammie,sammie,,,Unlisted,Unlisted
1129,7,Axel Mansilla,Band Leader,band leader,,,Unlisted,Unlisted
1195,0,Sophie Nélisse,Mia,mia,,,Unlisted,Unlisted
1195,1,Corinne Foxx,Sasha,sasha,,,Unlisted,Unlisted
1195,2,Brianne Tju,Alexa,alexa,,,Unlisted,Unlisted
1195,3,Sistine Stallone,Nicole,nicole,,,Unlisted,Unlisted
1195,4,Davi Santos,Ben,ben,,,Unlisted,Unlisted
1195,5,Khylin Rhambo,Carl,carl,,,White,Other
1195,6,Brec Bassinger,Catherine,catherine,,,Unlisted,Unlisted
1195,7,John Corbett,Grant,grant,,http://www.nndb.com/people/677/000030587/,White,Male
1195,8,Nia Long,Jennifer,jennifer,,http://www.nndb.com/people/023/000103711/,Black,Female
936,0,Vanessa Branch,Claire Felon,claire felon,,,Black,Female
936,1,Bruce Boxleitner,Col. Martin,col martin,,http://www.nndb.com/people/119/000025044/,White,Male
936,2,Rachel Miner,Sgt. Hannah,sgt hannah,,http://www.nndb.com/people/145/000111809/,White,Female
936,3,Jason London,Aaron Schumacher,aaron schumacher,,http://www.nndb.com/people/938/000108614/,White,Male
936,4,John Shea,Sam Whitaker,sam whitaker,,http://www.nndb.com/people/037/000132638/,White,Male
936,5,Andrew Sensenig,Dr. Keane,dr keane,,,White,Male
936,6,Billy Slaughter,Dr. Haven,dr haven,,,White,Male
936,7,Jillian Batherson,Gomez,gomez,,,White,Female
936,8,Lena Clark,Mindy,mindy,,,White,Female
936,9,Damon Lipari,Kevin,kevin,,,Unlisted,Unlisted
936,10,VyVy Nguyen,Elisia,elisia,,,Unlisted,Unlisted
359,0,Mara Lynn Bastian,Susan Rather,susan rather,,,Unlisted,Unlisted
359,1,Charles Fuller,Colonel Peter Wayne,colonel peter wayne,,http://www.nndb.com/people/950/000206332/,Black,Male
359,2,Greg Kerouac,Sergeant Connor,sergeant connor,,,Unlisted,Unlisted
359,3,Greg Neilson,Ralph Kennedy/Joseph Ralph Dwyer,ralph kennedy joseph ralph dwyer,,,Unlisted,Unlisted
359,4,B.K. Smith,Detective Johnny Haller,detective johnny haller,,,Unlisted,Unlisted
359,5,Bob Grabill,The Killer and Police Officer,killer and police officer,,,Unlisted,Unlisted
359,6,Wally Koz,Captain Luca,captain luca,,,Unlisted,Unlisted
359,7,Ricardo Alvarez,First Male Victim,first male victim,,,Unlisted,Unlisted
359,8,Temple Mead,First Female Victim,first female victim,,,Unlisted,Unlisted
359,9,Skip Grisham,Second Male Victim,second male victim,,,Unlisted,Unlisted
1130,0,Autumn Federici,Lorraine,lorraine,,,Unlisted,Unlisted
1130,1,Micheal Buonomo,Emmett,emmett,,,Unlisted,Unlisted
1130,2,Chad Ridgely,Peter,peter,,,Unlisted,Unlisted
1130,3,Scott Burkhardt,Jimmy Timmy Beck,jimmy timmy beck,,,Unlisted,Unlisted
1130,4,Robin F. Baker,Stan,stan,,,Unlisted,Unlisted
1130,5,Alexis Kelley,Sheryl,sheryl,,,Unlisted,Unlisted
645,0,Chulachak Chakrabongse,Sun,sun,,,Unlisted,Unlisted
645,1,Sririta Jensen,Rainbow,rainbow,,,Unlisted,Unlisted
645,2,Paula Taylor,Meena,meena,,,Unlisted,Unlisted
645,3,Thepparit Raiwin,Chi,chi,,,Unlisted,Unlisted
645,4,Norajan Sangigern,Wawa,wawa,,,Unlisted,Unlisted
645,5,Titinun Keatanakon,Rajit,rajit,,,Unlisted,Unlisted
645,6,Ramit Romon,Moo Priew,moo priew,,,Unlisted,Unlisted
645,7,Pisut Praesangeam,Officer at station,officer at station,,,Unlisted,Unlisted
645,8,Janeen Lyons,MTV Veejay,mtv veejay,,,Unlisted,Unlisted
430,0,Lucio Fulci,Lucio Fulci,lucio fulci,,http://www.nndb.com/people/797/000256029/,White,Male
430,1,Brett Halsey,Human Monster,human monster,,http://www.nndb.com/people/663/000161180/,White,Male
430,2,David L. Thompson,Professor Egon Schwarz,professor egon schwarz,,,Unlisted,Unlisted
430,3,Jeoffrey Kannedy,Officer Gabriell,officer gabriell,,,Unlisted,Unlisted
430,4,Malisa Longo,Katya Schwarz,katya schwarz,,,Unlisted,Unlisted
430,5,Ria De Simone,Sopran,sopran,,,Unlisted,Unlisted
430,6,Sacha Darwin,Woman in the oven,woman in oven,,,Unlisted,Unlisted
430,7,Robert Egon,Robert Egon,robert egon,,,Unlisted,Unlisted
262,0,Heather Langenkamp,Heather Langenkamp,heather langenkamp,False,http://www.nndb.com/people/856/000351800/,White,Female
262,1,Robert Englund,Freddy Krueger,freddy krueger,False,http://www.nndb.com/people/996/000024924/,White,Male
262,2,Johnny Depp,Glen Lantz,glen lantz,True,http://www.nndb.com/people/902/000022836/,White,Male
262,3,Amanda Wyss,Tina Gray,tina gray,True,http://www.nndb.com/people/833/000161350/,White,Female
262,4,Nick Corri,Rod Lane,rod lane,True,,Unlisted,Unlisted
262,5,John Saxon,John Saxon,john saxon,False,http://www.nndb.com/people/860/000023791/,White,Male
262,6,Ronee Blakley,Marge Thompson,marge thompson,True,http://www.nndb.com/people/380/000173858/,White,Female
908,0,Jackie Earle Haley,Freddy Krueger,freddy krueger,False,http://www.nndb.com/people/557/000132161/,White,Male
908,1,Rooney Mara,Nancy Holbrook,nancy holbrook,False,http://www.nndb.com/people/787/000281941/,White,Female
908,2,Kyle Gallner,Quentin Smith,quentin smith,False,http://www.nndb.com/people/830/000346789/,White,Male
908,3,Katie Cassidy,Kris Fowles,kris fowles,True,http://www.nndb.com/people/146/000111810/,White,Female
908,4,Thomas Dekker,Jesse Braun,jesse braun,True,http://www.nndb.com/people/156/000095868/,White,Male
908,5,Kellan Lutz,Dean Russell,dean russell,True,http://www.nndb.com/people/071/000207447/,White,Male
908,6,Connie Britton,Gwen Holbrook,gwen holbrook,True,http://www.nndb.com/people/696/000132300/,White,Female
908,7,Clancy Brown,Alan Smith,alan smith,False,http://www.nndb.com/people/376/000045241/,White,Male
908,8,Aaron Yoo,Marcus Yeon,marcus yeon,True,,Unlisted,Unlisted
276,0,Mark Patton,Jesse Walsh,jesse walsh,True,,White,Male
276,1,Kim Myers,Lisa Webber,lisa webber,True,,Unlisted,Unlisted
276,2,Robert Englund,Freddy Krueger/Bus driver,freddy krueger bus driver,False,http://www.nndb.com/people/996/000024924/,White,Male
276,3,Robert Rusler,Ron Grady,ron grady,True,,Unlisted,Unlisted
276,4,Clu Gulager,Ken Walsh,ken walsh,False,http://www.nndb.com/people/112/000130719/,White,Male
276,5,Hope Lange,Cheryl Walsh,cheryl walsh,False,http://www.nndb.com/people/022/000023950/,White,Female
276,6,Christie Clark,Angela Walsh,angela walsh,False,,Unlisted,Unlisted
276,7,Marshall Bell,Coach Schneider,coach schneider,True,,White,Male
276,8,Melinda O. Fee,Mrs. Webber,mrs webber,False,,Unlisted,Unlisted
276,9,Tom McFadden,Eddie Webber,eddie webber,False,,White,Male
276,10,Sydney Walsh,Kerry,kerry,True,,Unlisted,Unlisted
323,0,Heather Langenkamp,Dr. Nancy Thompson,dr nancy thompson,True,http://www.nndb.com/people/856/000351800/,White,Female
323,1,Patricia Arquette,Kristen Parker,kristen parker,False,http://www.nndb.com/people/207/000026129/,White,Female
323,2,Robert Englund,Freddy Krueger,freddy krueger,False,http://www.nndb.com/people/996/000024924/,White,Male
323,3,Jennifer Rubin,Taryn White,taryn white,True,http://www.nndb.com/people/530/000138116/,White,Female
323,4,Craig Wasso,Dr. Neil Gordon,dr neil gordon,False,http://www.nndb.com/people/641/000204029/,White,Male
323,5,Ken Sagoes,Roland Kincaid,roland kincaid,False,,White,Male
323,6,Rodney Eastman,Joey Crusel,joey crusel,False,,Unlisted,Unlisted
323,7,Bradley Gregg,Phillip Anderson,phillip anderson,True,,Unlisted,Unlisted
323,8,Ira Heiden,Will Stanton,will stanton,True,,Unlisted,Unlisted
323,9,Laurence Fishburne,Max Daniels,max daniels,False,http://www.nndb.com/people/836/000025761/,Black,Male
323,10,Penelope Sudrow,Jennifer Caulfield,jennifer caulfield,True,,Unlisted,Unlisted
323,11,Beverly Bonner,Casey,casey,False,,Unlisted,Unlisted
323,12,John Saxon,Donald Thompson,donald thompson,True,http://www.nndb.com/people/860/000023791/,White,Male
383,0,Robert Englund,Freddy Krueger and nurse,freddy krueger and nurse,False,http://www.nndb.com/people/996/000024924/,White,Male
383,1,Lisa Wilcox,Alice Johnson,alice johnson,False,,Unlisted,Unlisted
383,2,Danny Hassel,Dan Jordan,dan jordan,False,,Unlisted,Unlisted
383,3,Tuesday Knight,Kristen Parker,kristen parker,True,,White,Other
383,4,Ken Sagoes,Roland Kincaid,roland kincaid,True,,White,Male
383,5,Rodney Eastman,Joey Crusel,joey crusel,True,,Unlisted,Unlisted
383,6,Andras Jones,Rick Johnson,rick johnson,True,,Unlisted,Unlisted
383,7,Brooke Theiss,Debbie Stevens,debbie stevens,True,,White,Female
383,8,Toy Newkirk,Sheila Kopecky,sheila kopecky,True,,Unlisted,Unlisted
383,9,Nicholas Mele,Mr. Dennis Johnson,mr dennis johnson,False,,Unlisted,Unlisted
383,10,Brooke Bundy,Elaine Parker,elaine parker,False,http://www.nndb.com/people/581/000349531/,White,Female
383,11,Linnea Quigley,soul from Freddy's chest,soul from freddys chest,False,http://www.nndb.com/people/931/000119574/,White,Female
394,0,Robert Englund,Freddy Krueger,freddy krueger,True,http://www.nndb.com/people/996/000024924/,White,Male
394,1,Lisa Wilcox,Alice Johnson,alice johnson,False,,Unlisted,Unlisted
394,2,Beatrice Boepple,Amanda Krueger,amanda krueger,True,,Unlisted,Unlisted
394,3,Whit Hertford,Jacob Johnson,jacob johnson,False,,White,Other
394,4,Kelly Jo Minter,Yvonne Miller,yvonne miller,False,,Unlisted,Unlisted
394,5,Danny Hassel,Dan Jordan,dan jordan,True,,Unlisted,Unlisted
394,6,Erika Anderson,Greta Gibson,greta gibson,True,,Unlisted,Unlisted
394,7,Nicholas Mele,Dennis Johnson,dennis johnson,False,,Unlisted,Unlisted
394,8,Joe Seely,Mark Grey,mark grey,False,,Unlisted,Unlisted
394,9,Valorie Armstrong,Doris Jordan,doris jordan,True,,White,Female
394,10,Burr DeBenning,Mr. Jordan,mr jordan,True,,Unlisted,Unlisted
394,11,Clarence Felder,Edmund A. Gray,edmund a gray,False,,Unlisted,Unlisted
394,12,Beverly Bonner,Casey,casey,False,,Unlisted,Unlisted
394,13,Kara Marie,Baby Jacob Johnson,baby jacob johnson,False,,Unlisted,Unlisted
1161,0,John Krasinski,Lee Abbott,lee abbott,,http://www.nndb.com/people/691/000129304/,White,Male
1161,1,Emily Blunt,Evelyn Abbott,evelyn abbott,,http://www.nndb.com/people/656/000129269/,White,Female
1161,2,Millicent Simmonds,Regan Abbott,regan abbott,,,Unlisted,Unlisted
1161,3,Noah Jupe,Marcus Abbott,marcus abbott,,,Unlisted,Unlisted
1161,4,Cade Woodward,Beau Abbott,beau abbott,,,Unlisted,Unlisted
1161,5,Ezekiel Cavoli and Evangelina Cavoli,newborn Baby Abbott.,newborn baby abbott,,,Unlisted,Unlisted
667,0,Im Soo-jung,Bae Su-mi,bae su mi,,,Unlisted,Unlisted
667,1,Moon Geun-young,Bae Su-yeon,bae su yeon,,,Unlisted,Unlisted
667,2,Yum Jung-ah,Heo Eun-joo,heo eun joo,,,Unlisted,Unlisted
667,3,Kim Kap-soo,Bae Moo-hyeon,bae moo hyeon,,,Unlisted,Unlisted
667,4,Lee Seung-bi,Mi-hee,mi hee,,,Unlisted,Unlisted
667,5,Lee Dae-yeon,Su-mi's doctor,su mis doctor,,,Unlisted,Unlisted
667,6,Park Mi-hyun,Mrs Bae,mrs bae,,,Unlisted,Unlisted
667,7,Woo Ki-hong,Sun-kyu,sun kyu,,,Unlisted,Unlisted
32,0,Christina von Blanc,Christina Benson,christina benson,,,Unlisted,Unlisted
32,1,Britt Nichols,Carmencé,carmencé,,,Unlisted,Unlisted
32,2,Rosa Palomar,Aunt Abigail,aunt abigail,,,Unlisted,Unlisted
32,3,Anne Libert,The Queen of the Night,queen of night,,,Unlisted,Unlisted
32,4,Howard Vernon,Uncle Howard,uncle howard,,http://www.nndb.com/people/004/000137590/,White,Male
32,5,Paul Muller,Ernesto Pablo Reiner,ernesto pablo reiner,,,Unlisted,Unlisted
533,0,Nafisa Ali,Suzy D'Silva,suzy dsilva,,,Unlisted,Unlisted
533,1,Dharmendra,Jesu,jesu,,http://www.nndb.com/people/188/000091912/,Asian/Indian,Male
533,2,Girish Karnad,Inspector Khan,inspector khan,,,Unlisted,Unlisted
533,3,Amjad Khan,Alphonso,alphonso,,,Unlisted,Unlisted
533,4,Kader Khan,D'Costa,dcosta,,,Unlisted,Unlisted
533,5,Padma Khanna,Rosie K. Crasto,rosie k crasto,,,Unlisted,Unlisted
533,6,Ravi Kishan,Mahesh Kumar,mahesh kumar,,,Unlisted,Unlisted
533,7,Hema Malini,Jesu's girlfriend,jesus girlfriend,,http://www.nndb.com/people/252/000136841/,Asian/Indian,Female
533,8,Vinod Mehra,Peter,peter,,,Unlisted,Unlisted
51,0,William Marshall,Bishop Garnet Williams,bishop garnet williams,,http://www.nndb.com/people/342/000108018/,White,Male
51,1,Terry Carter,Rev. Emmett Williams,rev emmett williams,,,Unlisted,Unlisted
51,2,Austin Stoker,Det. Cass Potter,det cass potter,,,Unlisted,Unlisted
51,3,Carol Speed,Abby Willimas,abby willimas,,,Unlisted,Unlisted
51,4,Juanita Moore,Miranda 'Momma' Potter,miranda momma potter,,http://www.nndb.com/people/491/000108167/,Black,Female
51,5,Charles Kissinger,Dr. Hennigs,dr hennigs,,,Unlisted,Unlisted
51,6,Elliott Moffitt,Russell Lang,russell lang,,,Unlisted,Unlisted
51,7,Nathan Cook,Tafa Hassan,tafa hassan,,http://www.nndb.com/people/581/000347537/,Black,Male
51,8,Nancy Lee Owens,Mrs. Wiggins,mrs wiggins,,,Unlisted,Unlisted
51,9,William P. Bradford,Dr. Rogers,dr rogers,,,White,Male
51,10,Joann Holcomb,Lois,lois,,,Unlisted,Unlisted
51,11,Claude Fulkerson,Benny,benny,,,Unlisted,Unlisted
51,12,Bill Wlison,Dan,dan,,,Unlisted,Unlisted
51,13,Charles Broaddus,Joe,joe,,,Unlisted,Unlisted
51,14,Don Henderson,Flip,flip,,,Unlisted,Unlisted
546,0,Pamela Gidley,Amy Harding/Alex Langdon,amy harding alex langdon,,,Unlisted,Unlisted
546,1,Simon Bossell,Marshall Clark,marshall clark,,,Unlisted,Unlisted
546,2,Valery Nikolaev,Uri Romanov,uri romanov,,,Unlisted,Unlisted
546,3,Helen Moulder,Mrs. Miller,mrs miller,,,Unlisted,Unlisted
546,4,Norman Forsey,Mr. Peterson,mr peterson,,,White,Male
546,5,Merlin,Frankie,frankie,,http://www.nndb.com/people/231/000024159/,White,Male
9,0,Vincent Price,Doctor Anton Phibes.,doctor anton phibes,,http://www.nndb.com/people/461/000026383/,White,Male
9,1,Peter Jeffrey,Inspector Trout,inspector trout,,,Unlisted,Unlisted
9,2,Virginia North,Vulnavia,vulnavia,,,Unlisted,Unlisted
9,3,Joseph Cotten,Doctor Vesalius,doctor vesalius,,http://www.nndb.com/people/680/000043551/,White,Male
9,4,Terry Thomas,Doctor Longstreet,doctor longstreet,,,White,Male
9,5,Sean Bury,Lem Vesalius,lem vesalius,,,Unlisted,Unlisted
9,6,Susan Travers,Nurse Allen,nurse allen,,,Unlisted,Unlisted
9,7,David Hutcheson,Doctor Hedgepath,doctor hedgepath,,,Unlisted,Unlisted
9,8,Edward Burnham,Doctor Dunwoody,doctor dunwoody,,,Unlisted,Unlisted
9,9,Alex Scott,Doctor Hargreaves,doctor hargreaves,,,Unlisted,Unlisted
9,10,Peter Gilmore,Doctor Kitaj,doctor kitaj,,,Unlisted,Unlisted
9,11,Maurice Kaufmann,Doctor Whitcombe,doctor whitcombe,,,Unlisted,Unlisted
9,12,Derek Godfrey,Crow,crow,,,Unlisted,Unlisted
9,13,Norman Jones,Sgt. Schenley,sgt schenley,,,Unlisted,Unlisted
9,14,John Cater,Waverly,waverly,,,Unlisted,Unlisted
9,15,John Laurie,Darrow,darrow,,http://www.nndb.com/people/990/000134588/,White,Male
9,16,Caroline Munro,Phibes's wife,phibess wife,,http://www.nndb.com/people/348/000136937/,White,Female
295,0,Scott Davis,Cody,cody,,http://www.nndb.com/people/380/000126999/,White,Male
295,1,Jude Johnson,Sarah,sarah,,,Unlisted,Unlisted
295,2,Blue Thompson,Kelly,kelly,,,Unlisted,Unlisted
295,3,Brad McCormick,Ike,ike,,,Unlisted,Unlisted
295,4,Suzy Meyer,Shawn,shawn,,,Unlisted,Unlisted
295,5,Rex Morton,Brother Fogg,brother fogg,,,Unlisted,Unlisted
295,6,Victoria Chaney,Receptionist,receptionist,,,Unlisted,Unlisted
295,7,Gaye Bottoms,Girl in Cemetery,girl in cemetery,,,Unlisted,Unlisted
295,8,Van Connery,Dr. Russell,dr russell,,,Unlisted,Unlisted
295,9,Bubba Moore,Hiram,hiram,,,Unlisted,Unlisted
969,0,Benjamin Walker,Abraham Lincoln,abraham lincoln,,,White,Male
969,1,Lux Haney-Jardine,Young Abraham Lincoln,young abraham lincoln,,,White,Other
969,2,Dominic Cooper,Henry Sturges,henry sturges,,http://www.nndb.com/people/383/000346342/,White,Male
969,3,Anthony Mackie,William Johnson,william johnson,,http://www.nndb.com/people/032/000132633/,Black,Male
969,4,Curtis Harris,Young Will,young will,,,Black,Male
969,5,Mary Elizabeth Winstead,Mary Todd Lincoln,mary todd lincoln,,http://www.nndb.com/people/088/000159608/,White,Female
969,6,Rufus Sewell,Adam,adam,,http://www.nndb.com/people/378/000110048/,White,Male
969,7,Marton Csokas,Jack Barts,jack barts,,http://www.nndb.com/people/398/000131005/,White,Male
969,8,Jimmi Simpson,Joshua Speed,joshua speed,,http://www.nndb.com/people/277/000348230/,White,Male
969,9,Joseph Mawle,Thomas Lincoln,thomas lincoln,,,White,Male
969,10,Robin McLeavy,Nancy Lincoln,nancy lincoln,,,White,Male
969,11,Erin Wasson,Vadoma,vadoma,,,White,Female
969,12,John Rothman,Jefferson Davis,jefferson davis,,,White,Male
969,13,Cameron M. Brown,William Wallace Lincoln,william wallace lincoln,,,White,Male
969,14,Frank Brennan,Senator Jeb Nolan,senator jeb nolan,,,White,Male
969,15,Jaqueline Fleming,Harriet Tubman,harriet tubman,,,White,Female
969,16,Alan Tudyk,Stephen A. Douglas,stephen a douglas,,http://www.nndb.com/people/822/000131429/,White,Male
80,0,Linda Miller,Catherine Spages,catherine spages,False,,Unlisted,Unlisted
80,1,Mildred Clinton,Mrs. Tredoni,mrs tredoni,False,,Unlisted,Unlisted
80,2,Paula E. Sheppard,Alice Spages,alice spages,False,,Unlisted,Unlisted
80,3,Niles McMaster,Dominick 'Dom' Spages,dominick dom spages,False,,Unlisted,Unlisted
80,4,Jane Lowry,Aunt Annie DeLorenze,aunt annie delorenze,False,,Unlisted,Unlisted
80,5,Rudolph Willrich,Father Tom,father tom,True,,Unlisted,Unlisted
80,6,Michael Hardstark,Detective Spina,detective spina,False,,Unlisted,Unlisted
80,7,Alphonso DeNoble,Alphonso,alphonso,False,,Unlisted,Unlisted
80,8,Gary Allen,Jim DeLorenze,jim delorenze,False,,Unlisted,Unlisted
80,9,Brooke Shields,Karen Spages,karen spages,True,http://www.nndb.com/people/197/000023128/,White,Female
80,10,Louisa Horton,Dr. Whitman,dr whitman,False,,Unlisted,Unlisted
80,11,Tom Signorelli,Detective Brennan,detective brennan,False,,Unlisted,Unlisted
80,12,Antonino Rocca,Funeral Director,funeral director,False,,Unlisted,Unlisted
80,13,Lillian Roth,Pathologist,pathologist,False,http://www.nndb.com/people/688/000113349/,White,Female
80,14,Kathy Rich,Angela DeLorenze,angela delorenze,False,,Unlisted,Unlisted
134,0,Sigourney Weaver,Ellen Ripley,ellen ripley,,http://www.nndb.com/people/792/000022726/,White,Female
134,1,Tom Skerritt,Dallas,dallas,,http://www.nndb.com/people/698/000023629/,White,Male
134,2,Veronica Cartwright,Lambert,lambert,,http://www.nndb.com/people/309/000109979/,White,Female
134,3,Harry Dean Stanton,Brett,brett,,http://www.nndb.com/people/602/000022536/,White,Male
134,4,John Hurt,Kane,kane,,http://www.nndb.com/people/007/000023935/,White,Male
134,5,Ian Holm,Ash,ash,,http://www.nndb.com/people/438/000023369/,White,Male
134,6,Yaphet Kotto,Parker,parker,,http://www.nndb.com/people/808/000022742/,Black,Male
134,7,Bolaji Badejo,Alien,alien,,,Unlisted,Unlisted
134,8,Helen Horton,Mother,mother,,,Unlisted,Unlisted
476,0,Sigourney Weaver,Ellen Ripley,ellen ripley,,http://www.nndb.com/people/792/000022726/,White,Female
476,1,Charles S. Dutton,Dillon,dillon,,,White,Male
476,2,Charles Dance,Clemens,clemens,,http://www.nndb.com/people/373/000045238/,White,Male
476,3,Paul McGann,Golic,golic,,http://www.nndb.com/people/291/000131895/,White,Male
476,4,Brian Glover,Andrews,andrews,,http://www.nndb.com/people/397/000370284/,White,Male
476,5,Ralph Brown,Aaron,aaron,,,White,Male
476,6,Danny Webb,Morse,morse,,,White,Male
476,7,Christopher John Fields,Rains,rains,,,White,Male
476,8,Holt McCallany,Junior,junior,,,White,Other
476,9,Lance Henriksen,Bishop II,bishop ii,,http://www.nndb.com/people/190/000024118/,White,Male
476,10,Christopher Fairbanks,Murphy,murphy,,,Unlisted,Unlisted
1131,0,Michael Fassbender,David 8 and Walter One,david 8 and walter one,,http://www.nndb.com/people/397/000280554/,White,Male
1131,1,Katherine Waterston,Janet Daniels,janet daniels,,,Unlisted,Unlisted
1131,2,Billy Crudup,Chris Oram,chris oram,,http://www.nndb.com/people/990/000031897/,White,Male
1131,3,Danny McBride,Tennessee Faris,tennessee faris,,,White,Male
1131,4,Demián Bichir,Carl Lope,carl lope,,http://www.nndb.com/people/111/000347067/,Hispanic,Male
1131,5,Carmen Ejogo,Karine Oram,karine oram,,,Unlisted,Unlisted
1131,6,Jussie Smollett,Ricks,ricks,,http://www.nndb.com/people/824/000400621/,Black,Male
1131,7,Callie Hernandez,Upworth,upworth,,,Hispanic,Female
1131,8,Amy Seimetz,Maggie Faris,maggie faris,,,Unlisted,Unlisted
1131,9,Nathaniel Dean,Hallett,hallett,,,Unlisted,Unlisted
1131,10,Alexander England,Ankor,ankor,,,White,Male
1131,11,Benjamin Rigby,Ledward,ledward,,,Unlisted,Unlisted
1131,12,Uli Latukefu,Cole,cole,,,Unlisted,Unlisted
1131,13,Tess Haubrich,Sarah Rosenthal,sarah rosenthal,,,White,Female
1131,14,James Franco,Jacob Branson,jacob branson,,http://www.nndb.com/people/188/000026110/,White,Male
1131,15,Goran D. Kleut and Andrew Crawford,Neomorph and Protomorph,neomorph and protomorph,,,Unlisted,Unlisted
128,0,Don Leifert,Ben Zachary,ben zachary,,,Unlisted,Unlisted
128,1,Tom Griffith,Sheriff Cinder,sheriff cinder,,,White,Male
128,2,Richard Dyszel,Mayor Wicker,mayor wicker,,,Unlisted,Unlisted
128,3,Mary Mertens,Edie Martin,edie martin,,,Unlisted,Unlisted
128,4,Richard Geiwitz,Pete,pete,,,Unlisted,Unlisted
128,5,George Stover,Steven,steven,,,Unlisted,Unlisted
128,6,Eleanor Herman,Mary Jane Carter,mary jane carter,,,Unlisted,Unlisted
