Horror Wiki Index,char index,actor,character,stripped character,killed,actor url,race,gender
352,2,Jill Schoelen,Stephine Maine,stephine maine,,http://www.nndb.com/people/961/000132565/,White,Female
352,3,Charles Lanyer,Dr. A. Bondurant,dr a bondurant,,,White,Male
352,4,Stephen Shellen,"James ""Jim"" Ogilvie",james jim ogilvie,,,White,Male
903,0,Dylan Walsh,David Harris/Grady Edwards/Gregory Sykes/Chris Ames/The Stepfather,david harris grady edwards gregory sykes chris ames stepfather,,http://www.nndb.com/people/371/000056203/,White,Male
903,1,Sela Ward,Susan Harding,susan harding,,http://www.nndb.com/people/864/000088600/,White,Female
903,2,Penn Badgley,Michael Harding,michael harding,,http://www.nndb.com/people/113/000160630/,White,Male
903,3,Amber Heard,Kelly Porter,kelly porter,,http://www.nndb.com/people/099/000262310/,White,Female
903,4,Sherry Stringfield,Leah,leah,,http://www.nndb.com/people/311/000109981/,White,Female
903,5,Paige Turco,Jackie Kerns,jackie kerns,,http://www.nndb.com/people/761/000136353/,White,Female
903,6,Jon Tenney,Jay Harding,jay harding,,http://www.nndb.com/people/152/000130759/,White,Male
903,7,Nancy Linehan Charles,Mrs. Cutters,mrs cutters,,,White,Female
903,8,Marcuis Harris,Detective Shay,detective shay,,,Unlisted,Unlisted
903,9,Braeden Lemasters,Sean Harding,sean harding,,,White,Male
903,10,Deirdre Lovejoy,Detective Tylar,detective tylar,,,White,Female
903,11,Skyler Samuels,Beth Harding,beth harding,,,Unlisted,Unlisted
76,0,Katharine Ross,Joanna Eberhart,joanna eberhart,,http://www.nndb.com/people/335/000085080/,White,Female
76,1,Paula Prentiss,Bobbie Markowe,bobbie markowe,,http://www.nndb.com/people/071/000023999/,White,Female
76,2,Peter Masterson,Walter Eberhart,walter eberhart,,,Unlisted,Unlisted
76,3,Nanette Newman,Carol van Sant,carol van sant,,http://www.nndb.com/people/043/000091767/,White,Female
76,4,Tina Louise,Charmaine Wimperis,charmaine wimperis,,http://www.nndb.com/people/335/000025260/,White,Female
76,5,Patrick O'Neal,"Dale ""Diz"" Coba",dale diz coba,,http://www.nndb.com/people/563/000089296/,White,Male
76,6,Josef Sommer,Ted van Sant,ted van sant,,,White,Male
76,7,Franklin Cover,Ed Wimperis,ed wimperis,,http://www.nndb.com/people/083/000112744/,White,Male
450,0,Tim Curry,Pennywise the Dancing Clown/IT,pennywise dancing clown it,False,http://www.nndb.com/people/763/000023694/,White,Male
450,1,Richard Thomas,"adult Bill Denbrough
Jonathan Brandis as Young Bill Denbrough",adult bill denbrough jonathan brandis as young bill denbrough,False,http://www.nndb.com/people/389/000087128/,White,Male
450,2,Jonathan Brandis,Young Bill Denbrough,young bill denbrough,False,http://www.nndb.com/people/497/000026419/,White,Male
450,3,Tim Reid,"adult Mike Hanlon
Marlon Taylor as Young Mike Hanlon",adult mike hanlon marlon taylor as young mike hanlon,False,http://www.nndb.com/people/625/000024553/,Black,Male
450,4,Marlon Taylor,Young Mike Hanlon,young mike hanlon,False,,Unlisted,Unlisted
450,5,John Ritter,"adult Ben Hanscom
Brandon Crane as Young Ben Hanscom",adult ben hanscom brandon crane as young ben hanscom,False,http://www.nndb.com/people/196/000023127/,White,Male
450,6,Brandon Crane,Young Ben Hanscom,young ben hanscom,False,,Unlisted,Unlisted
450,7,Dennis Christopher,"adult Eddie Kaspbrak
Adam Faraizl as Young Eddie Kaspbrak",adult eddie kaspbrak adam faraizl as young eddie kaspbrak,False,http://www.nndb.com/people/539/000110209/,White,Male
450,8,Adam Faraizl,Young Eddie Kaspbrak,young eddie kaspbrak,False,,Unlisted,Unlisted
450,9,Annette O'Toole,"adult Beverly Marsh
Emily Perkins as Young Beverly Marsh",adult beverly marsh emily perkins as young beverly marsh,False,http://www.nndb.com/people/096/000024024/,White,Female
450,10,Emily Perkins,Young Beverly Marsh,young beverly marsh,False,http://www.nndb.com/people/596/000160116/,White,Female
450,11,Harry Anderson,"adult Richie Tozier
Seth Green as Young Richie Tozier",adult richie tozier seth green as young richie tozier,False,http://www.nndb.com/people/257/000025182/,White,Male
450,12,Seth Green,Young Richie Tozier,young richie tozier,False,http://www.nndb.com/people/813/000047672/,White,Male
450,13,Richard Masur,"adult Stanley Uris
Ben Heller as Young Stan Uris",adult stanley uris ben heller as young stan uris,False,http://www.nndb.com/people/927/000024855/,White,Male
450,14,Ben Heller,Young Stan Uris,young stan uris,False,,Unlisted,Unlisted
450,15,Michael Cole,"Henry Bowers
Jarred Blancard as Young Henry Bowers",henry bowers jarred blancard as young henry bowers,False,http://www.nndb.com/people/742/000351686/,White,Male
450,16,Jarred Blancard,Young Henry Bowers,young henry bowers,False,,Unlisted,Unlisted
450,17,Olivia Hussey,Audra Phillips Denbrough,audra phillips denbrough,False,http://www.nndb.com/people/965/000108641/,Multiracial,Female
450,18,Gabe Khouth,Victor Criss,victor criss,False,,Unlisted,Unlisted
450,19,Drum Garrett,Belch Huggins,belch huggins,False,,Unlisted,Unlisted
450,20,Frank C. Turner,"Alvin ""Al"" Marsh",alvin al marsh,False,,White,Male
450,21,Terence Kelly,Officer Nell,officer nell,False,,White,Male
450,22,Jay Brazeau,Derry Cab Driver,derry cab driver,False,,White,Male
450,23,Sheila Moore,Ms. Sonya Kaspbrak,ms sonya kaspbrak,False,,Unlisted,Unlisted
450,24,Tony Dakota,Georgie Denbrough,georgie denbrough,True,,Unlisted,Unlisted
450,25,Chelan Simmons,Laurie Anne Winterbarger,laurie anne winterbarger,False,,White,Other
450,26,William B. Davis,Mr. Gedreau,mr gedreau,False,http://www.nndb.com/people/435/000103126/,White,Male
450,27,Ryan Michael,Tom Rogan,tom rogan,False,,Unlisted,Unlisted
450,28,Laura Harris,Loni,loni,False,http://www.nndb.com/people/596/000132200/,White,Female
602,0,Tim Daly,"Constable Michael ""Mike"" Anderson",constable michael mike anderson,,,Unlisted,Unlisted
602,1,Debrah Farentino,Molly Anderson,molly anderson,,http://www.nndb.com/people/279/000136868/,White,Female
602,2,Dyllan Christopher,"Ralph Emerick ""Ralphie"" Anderson",ralph emerick ralphie anderson,,,White,Other
602,3,Colm Feore,Andre Linoge,andre linoge,,http://www.nndb.com/people/164/000130771/,White,Male
602,4,Jeffrey DeMunn,"Robert ""Robbie"" Beals",robert robbie beals,,http://www.nndb.com/people/745/000161262/,White,Male
602,5,Nada Despotovich,"Sandra ""Sandy"" Beals",sandra sandy beals,,,White,Female
602,6,Spencer Breslin,Donny Beals,donny beals,,http://www.nndb.com/people/775/000131382/,White,Male
602,7,Denis Forest,Kirk Freeman,kirk freeman,,,White,Male
602,8,Nicky Guadagni,Jenna Freeman,jenna freeman,,,Unlisted,Unlisted
602,9,Casey Siemaszko,"Alton ""Hatch"" Hatcher",alton hatch hatcher,,http://www.nndb.com/people/846/000131453/,White,Male
602,10,Soo Garay,Melinda Hatcher,melinda hatcher,,,Unlisted,Unlisted
602,11,Skye McCole Bartusiak,Pippa Hatcher,pippa hatcher,,http://www.nndb.com/people/705/000136297/,White,Female
859,0,Liv Tyler,Kristen McKay,kristen mckay,True,http://www.nndb.com/people/062/000022993/,White,Female
859,1,Scott Speedman,James Hoyt,james hoyt,True,http://www.nndb.com/people/235/000029148/,White,Male
859,2,Kip Weeks,Man in the Mask,man in mask,False,,Unlisted,Unlisted
859,3,Gemma Ward,Dollface,dollface,False,,White,Female
859,4,Laura Margolis,Pin-Up Girl,pin up girl,False,,Unlisted,Unlisted
859,5,Glenn Howerton,Mike,mike,True,http://www.nndb.com/people/036/000346992/,White,Male
859,6,Alex Fisher and Peter Clayton-Luce,Mormon boys,mormon boys,False,,Unlisted,Unlisted
1192,0,Christina Hendricks,Cindy,cindy,True,http://www.nndb.com/people/056/000207432/,White,Female
1192,1,Martin Henderson,Mike,mike,True,http://www.nndb.com/people/628/000044496/,White,Male
1192,2,Bailee Madison,Kinsey,kinsey,False,http://www.nndb.com/people/563/000350510/,White,Female
1192,3,Lewis Pullman,Luke,luke,False,,Unlisted,Unlisted
1192,4,Damian Maffei,Man in the Mask,man in mask,True,,Unlisted,Unlisted
1192,5,Emma Bellomy,Dollface,dollface,True,,Unlisted,Unlisted
1192,6,Lea Enslin,Pin-up Girl,pin up girl,True,,Unlisted,Unlisted
1192,7,Mary Louise Casanta,Aunt Sheryl,aunt sheryl,True,,Unlisted,Unlisted
1192,8,Ken Strunk,Uncle Marv,uncle marv,True,,Unlisted,Unlisted
1192,9,Rachel Kuhn,Waitress,waitress,False,,Unlisted,Unlisted
1192,10,Leah Roberts,Young Mother,young mother,False,,Unlisted,Unlisted
1192,11,Preston Sadleir,Officer Brooks,officer brooks,False,,Unlisted,Unlisted
1192,12,Gabriel A. Byrne,Young Son,young son,False,,Unlisted,Unlisted
353,0,Mike Lackey,Fred,fred,,,Unlisted,Unlisted
353,1,Bill Chepil,Bill the Cop,bill cop,,,Unlisted,Unlisted
353,2,Vic Noto,Bronson,bronson,,,White,Male
294,0,Michael Moriarty,"David ""Mo"" Rutherford",david mo rutherford,,http://www.nndb.com/people/271/000024199/,White,Male
294,1,Andrea Marcovicci,Nicole,nicole,,http://www.nndb.com/people/458/000137047/,White,Female
294,2,Garrett Morris,"Charles W. ""Chocolate Chip Charlie"" Hobbs",charles w chocolate chip charlie hobbs,,http://www.nndb.com/people/970/000023901/,Black,Male
294,3,Paul Sorvino,Colonel Malcolm Grommett Spears,colonel malcolm grommett spears,,http://www.nndb.com/people/614/000022548/,White,Male
294,4,Scott Bloom,Jason,jason,,,Unlisted,Unlisted
294,5,Danny Aiello,Mr. Vickers,mr vickers,,http://www.nndb.com/people/689/000022623/,White,Male
294,6,Patrick O'Neal,Fletcher,fletcher,,http://www.nndb.com/people/563/000089296/,White,Male
294,7,Rutanya Alda,Psychologist,psychologist,,,Unlisted,Unlisted
294,8,Alexander Scourby,Evans,evans,,http://www.nndb.com/people/179/000205561/,White,Male
294,9,Russell Nype,Richards,richards,,,Unlisted,Unlisted
294,10,Brooke Adams,Laurene Landon,laurene landon,,http://www.nndb.com/people/495/000109168/,White,Female
294,11,Eric Bogosian,Supermarket clerk,supermarket clerk,,http://www.nndb.com/people/727/000022661/,White,Male
294,12,Patrick Dempsey,Underground stuff buyer #2,underground stuff buyer 2,,http://www.nndb.com/people/067/000025989/,White,Male
294,13,Mira Sorvino,Factory worker,factory worker,,http://www.nndb.com/people/890/000025815/,White,Female
897,0,Ashley Greene,Summer Mathews,summer mathews,,http://www.nndb.com/people/815/000240095/,White,Female
897,1,Peter Mooney,Tom Hoxey,tom hoxey,,,Unlisted,Unlisted
897,2,Barbara Niven,Gaia,gaia,,http://www.nndb.com/people/069/000353007/,White,Female
897,3,Stephen McHattie,Gant Hoxey,gant hoxey,,http://www.nndb.com/people/721/000161238/,White,Male
897,4,Peter Michael Dillon,Darwin,darwin,,,Unlisted,Unlisted
897,5,Cinthia Burke,Jessie,jessie,,,Unlisted,Unlisted
897,6,Paul Whitney,the Sheriff,sheriff,,,Unlisted,Unlisted
897,7,Sean Tucker,Cliff,cliff,,,Unlisted,Unlisted
957,0,John Schneider,Wade,wade,,http://www.nndb.com/people/372/000025297/,White,Male
957,1,Sarah Lieving,Kat Carmichael,kat carmichael,,,Unlisted,Unlisted
957,2,Tim Abell,Skipper Chuck,skipper chuck,,,White,Male
957,3,Jerry Lacy,Stewart,stewart,,,Unlisted,Unlisted
957,4,Ted Monte,Dr. Miller,dr miller,,,Unlisted,Unlisted
898,0,Alan van Sprang,"Sarge ""Nicotine"" Crockett",sarge nicotine crockett,,,Unlisted,Unlisted
898,1,Kenneth Welsh,Patrick O'Flynn,patrick oflynn,,http://www.nndb.com/people/211/000140788/,White,Male
898,2,Kathleen Munroe,Janet O'Flynn/Jane O'Flynn,janet oflynn jane oflynn,,,Unlisted,Unlisted
898,3,Devon Bostick,Boy,boy,,http://www.nndb.com/people/570/000214925/,White,Male
898,4,Richard Fitzpatrick,Seamus Muldoon,seamus muldoon,,,White,Male
898,5,Athena Karkanis,Tomboy,tomboy,,,Unlisted,Unlisted
898,6,Stefano Di Matteo,Francisco,francisco,,,Unlisted,Unlisted
898,7,Joris Jarsky,Chuck,chuck,,,White,Male
898,8,Eric Woolfe,Kenny McDonald,kenny mcdonald,,,Unlisted,Unlisted
898,9,Julian Richings,James O'Flynn,james oflynn,,http://www.nndb.com/people/768/000347724/,White,Male
704,0,Aaron Eckhart,Thomas Mackelway,thomas mackelway,,http://www.nndb.com/people/308/000031215/,White,Male
704,1,Ben Kingsley,Benjamin O'Ryan,benjamin oryan,,http://www.nndb.com/people/519/000024447/,Multiracial,Male
704,2,Carrie-Anne Moss,Fran Kulok,fran kulok,,http://www.nndb.com/people/234/000026156/,White,Female
704,3,Kevin Chamberlin,Harold Speck,harold speck,,http://www.nndb.com/people/029/000350973/,White,Male
704,4,Harry J. Lennix,Rich Charleton,rich charleton,,,Unlisted,Unlisted
109,0,Jessica Harper,Suzy Bannion.,suzy bannion,False,http://www.nndb.com/people/016/000024941/,White,Female
109,1,Stefania Casini,Sara.,sara,True,,Unlisted,Unlisted
109,2,Flavio Bucci,Daniel.,daniel,True,,Unlisted,Unlisted
109,3,Miguel Bosé,Mark.,mark,True,http://www.nndb.com/people/112/000111776/,Hispanic,Male
109,4,Alida Valli,Miss Tanner.,miss tanner,True,http://www.nndb.com/people/003/000115655/,White,Female
109,5,Joan Bennett,Madame Blanc.,madame blanc,True,http://www.nndb.com/people/706/000042580/,White,Female
109,6,Udo Kier,Doctor Frank Mandel.,doctor frank mandel,False,http://www.nndb.com/people/123/000036015/,White,Male
109,7,Barbara Magnolfi,Olga.,olga,True,,Unlisted,Unlisted
109,8,Eva Axén,Pat Hingle.,pat hingle,True,,Unlisted,Unlisted
109,9,Rudolf Schündler,Professor Milius.,professor milius,True,,Unlisted,Unlisted
236,0,Ray Wise,Alec Holland,alec holland,,http://www.nndb.com/people/004/000029914/,White,Male
236,1,Adrienne Barbeau,Alice Cable,alice cable,,http://www.nndb.com/people/676/000024604/,White,Female
236,2,Louis Jourdan,Anton Arcane,anton arcane,,http://www.nndb.com/people/425/000032329/,White,Male
236,3,Dick Durock,Swamp Thing,swamp thing,,,White,Male
236,4,David Hess,Ferret,ferret,,,White,Male
236,5,Nicholas Worth and Tommy Madden,Bruno,bruno,,http://www.nndb.com/people/414/000135009/,White,Male
236,6,Don Knight,Harry Ritter,harry ritter,,,White,Male
236,7,Al Ruban,Charlie,charlie,,,Unlisted,Unlisted
236,8,Nannette Brown,Dr. Linda Holland,dr linda holland,,,Unlisted,Unlisted
236,9,Reggie Batts,Jude,jude,,,Unlisted,Unlisted
236,10,Karen Price,Karen,karen,,,Unlisted,Unlisted
236,11,Mimi Craven,Arcane's Secretary,arcanes secretary,,,Unlisted,Unlisted
236,12,Ben Bates,Arcane Monster,arcane monster,,,Unlisted,Unlisted
823,0,Johnny Depp,Benjamin Barker / Sweeney Todd,benjamin barker sweeney todd,,http://www.nndb.com/people/902/000022836/,White,Male
823,1,Helena Bonham Carter,Nellie Lovett,nellie lovett,,http://www.nndb.com/people/073/000025995/,White,Female
823,2,Alan Rickman,Judge Turpin,judge turpin,,http://www.nndb.com/people/532/000024460/,White,Male
823,3,Timothy Spall,Beadle Bamford,beadle bamford,,http://www.nndb.com/people/155/000049008/,White,Male
823,4,Jayne Wisener,Johanna Barker,johanna barker,,,Unlisted,Unlisted
823,5,Sacha Baron Cohen,Adolfo Pirelli,adolfo pirelli,,http://www.nndb.com/people/258/000028174/,White,Male
823,6,Laura Michelle Kelly,Lucy Barker / Beggar Woman,lucy barker beggar woman,,,Unlisted,Unlisted
823,7,Jamie Campbell Bower,Anthony Hope,anthony hope,,,White,Female
823,8,Ed Sanders,Tobias Ragg,tobias ragg,,,White,Male
257,0,Bo Hopkins,Sheriff Dan Burke,sheriff dan burke,,http://www.nndb.com/people/409/000131016/,White,Male
257,1,Susan Strasberg,Joanne Morgan,joanne morgan,,http://www.nndb.com/people/056/000131660/,White,Female
257,2,Patrick Macnee,Dr. John Morgan,dr john morgan,,http://www.nndb.com/people/296/000044164/,White,Male
257,3,Don Stroud,Billy Franklin,billy franklin,,http://www.nndb.com/people/563/000092287/,White,Male
257,4,Dana Kimmell,Marci Burke,marci burke,,,White,Female
257,5,Don Shanks,Jason Longshadow,jason longshadow,,,Unlisted,Unlisted
257,6,Aleisa Shirley,Melissa Morgan,melissa morgan,,,Unlisted,Unlisted
257,7,Steve Antin,Hank Burke,hank burke,,http://www.nndb.com/people/771/000137360/,White,Male
257,8,Sharon Farrell,Kathy Hopkins,kathy hopkins,,,Unlisted,Unlisted
257,9,Logan Clarke,Jimmy,jimmy,,,Unlisted,Unlisted
257,10,Michael Pataki,George Martin,george martin,,,Unlisted,Unlisted
257,11,Henry Wilcoxon,Greyfeather,greyfeather,,http://www.nndb.com/people/113/000174588/,White,Male
257,12,Larry Storch,Earl,earl,,http://www.nndb.com/people/933/000022867/,White,Male
257,13,Michael Cutt,Frank,frank,,,White,Male
257,14,Glenn Withrow,Johnny Franklin,johnny franklin,,,Unlisted,Unlisted
451,0,Deborah Harry,Betty,betty,,,Unlisted,Unlisted
451,1,Matthew Lawrence,Timmy,timmy,,http://www.nndb.com/people/872/000050722/,White,Male
1005,0,Jessica Biel,Julia Dunning,julia dunning,,http://www.nndb.com/people/219/000047078/,White,Female
1005,1,Jodelle Ferland,Jenny,jenny,,http://www.nndb.com/people/750/000272931/,White,Female
1005,2,Stephen McHattie,Lt. Dodd,lt dodd,,http://www.nndb.com/people/721/000161238/,White,Male
1005,3,Jakob Davies,David,david,,,White,Male
1005,4,William B. Davis,Sheriff Chestnut,sheriff chestnut,,http://www.nndb.com/people/435/000103126/,White,Male
737,0,Jenna Dewan,Tamara Riley,tamara riley,,http://www.nndb.com/people/683/000129296/,White,Female
737,1,Matthew Marsden,Mr. Bill Natolly,mr bill natolly,,,White,Male
737,2,Katie Stuart,Chloe,chloe,,,White,Female
737,3,Claudette Mink,Mrs. Allison Natolly,mrs allison natolly,,,White,Female
737,4,Chad Faust,Jesse,jesse,,http://www.nndb.com/people/607/000161124/,White,Male
737,5,Bryan Clark,Shawn,shawn,,,Unlisted,Unlisted
737,6,Melissa Elias,Kisha,kisha,,,Unlisted,Unlisted
737,7,Marc Devigne,Roger,roger,,,Unlisted,Unlisted
737,8,Gil Hacohen,Patrick,patrick,,,White,Male
237,0,Anthony Franciosa,Peter Neal,peter neal,False,,Unlisted,Unlisted
237,1,John Saxon,Bullmer,bullmer,True,http://www.nndb.com/people/860/000023791/,White,Male
237,2,Daria Nicolodi,Anne,anne,False,,Unlisted,Unlisted
237,3,Giuliano Gemma,Detective Giermani,detective giermani,True,,Unlisted,Unlisted
237,4,Mirella D'Angelo,Tilde,tilde,True,,Unlisted,Unlisted
237,5,John Steiner,Christiano Berti,christiano berti,True,,Unlisted,Unlisted
237,6,Veronica Lario,Jane McKerrow,jane mckerrow,True,,Unlisted,Unlisted
237,7,Christian Borromeo,Gianni,gianni,True,,Unlisted,Unlisted
237,8,Lara Wendel,Maria Alboretto,maria alboretto,True,,Unlisted,Unlisted
237,9,Ania Pieroni,Elsa Manni,elsa manni,True,,Unlisted,Unlisted
237,10,Mirella Banti,Marion,marion,True,,Unlisted,Unlisted
237,11,Carola Stagnaro,Detective Altieri,detective altieri,False,,Unlisted,Unlisted
237,12,Eva Robin's,Girl on Beach,girl on beach,False,,Unlisted,Unlisted
67,0,George Segal,Harry Benson,harry benson,,http://www.nndb.com/people/784/000023715/,White,Male
67,1,Joan Hackett,Dr. Janet Ross,dr janet ross,,http://www.nndb.com/people/294/000044162/,White,Female
67,2,Richard A. Dysart,Dr. John Ellis,dr john ellis,,,Unlisted,Unlisted
67,3,Jill Clayburgh,Angela Black,angela black,,http://www.nndb.com/people/560/000023491/,White,Female
67,4,Donald Moffat,Dr. Arthur McPherson,dr arthur mcpherson,,http://www.nndb.com/people/464/000136056/,White,Male
67,5,Michael C. Gwynne,Dr. Robert Morris,dr robert morris,,,Unlisted,Unlisted
67,6,Norman Burton,Det. Capt. Anders,det capt anders,,,White,Male
67,7,William Hansen,Dr. Ezra Manon,dr ezra manon,,,Unlisted,Unlisted
354,0,John Ireland,Lance Haywrd,lance haywrd,,http://www.nndb.com/people/499/000043370/,White,Male
354,1,Cameron Mitchell,Detective Sanders,detective sanders,,http://www.nndb.com/people/178/000109848/,White,Male
354,2,Alan Hale Jr.,Jake Nelson,jake nelson,,,Unlisted,Unlisted
354,3,Staci Greason,Kathy,kathy,,,Unlisted,Unlisted
354,4,William Butler,Chip,chip,,http://www.nndb.com/people/826/000031733/,White,Male
354,5,Michelle Bauer,Jo,jo,,http://www.nndb.com/people/118/000118761/,White,Female
354,6,Timothy Elwell,Angel,angel,,,Unlisted,Unlisted
354,7,Carla Baron,Lorraine,lorraine,,,Unlisted,Unlisted
354,8,Ken Abraham,Greg,greg,,,Unlisted,Unlisted
354,9,Aldo Ray,Captain Ned,captain ned,,http://www.nndb.com/people/703/000042577/,White,Male
354,10,Dan Haggerty,Ted Michaels,ted michaels,,http://www.nndb.com/people/368/000024296/,White,Male
179,0,Ben Johnson,Carne,carne,False,http://www.nndb.com/people/859/000025784/,Black,Male
179,1,Jamie Lee Curtis,Alana Maxwell,alana maxwell,False,http://www.nndb.com/people/749/000023680/,White,Female
179,2,Hart Bochner,Doc Manley,doc manley,True,http://www.nndb.com/people/845/000048701/,White,Male
179,3,Sandee Currie,Mitchy,mitchy,True,,Unlisted,Unlisted
179,4,Timothy Webber,Mo,mo,True,,White,Male
179,5,Derek MacKinnon,Kenny Hampson,kenny hampson,True,,Unlisted,Unlisted
179,6,Anthony Sherwood,Jackson,jackson,True,,Unlisted,Unlisted
179,7,Joy Boushel,Pet,pet,False,,Unlisted,Unlisted
179,8,D.D. Winters,Merry,merry,False,,Unlisted,Unlisted
179,9,Greg Swanson,the Class President,class president,False,,Unlisted,Unlisted
179,10,Howard Busgang,Ed,ed,True,,Unlisted,Unlisted
179,11,David Copperfield,Ken the Magician,ken magician,False,http://www.nndb.com/people/650/000024578/,White,Male
423,0,George Kennedy,Hal,hal,,http://www.nndb.com/people/001/000022932/,White,Male
423,1,Andrew Stevens,David,david,,http://www.nndb.com/people/038/000108711/,White,Male
423,2,Starr Andreeff,Sue,sue,,,Unlisted,Unlisted
423,3,Terri Treas,Linda,linda,,,White,Female
423,4,John LaFayette,Andre,andre,,,Unlisted,Unlisted
423,5,Tommy Hinkley,Neil,neil,,,White,Male
423,6,Yvonne Saa,Karen,karen,,,Unlisted,Unlisted
423,7,Joseph Hardin,Michael,michael,,,Unlisted,Unlisted
423,8,Al Guarino,John,john,,,Unlisted,Unlisted
473,0,Andrew Stevens,David,david,,http://www.nndb.com/people/038/000108711/,White,Male
473,1,Chick Vennera,Kyle,kyle,,,Unlisted,Unlisted
473,2,R. Lee Ermey,Von Demming,von demming,,http://www.nndb.com/people/541/000024469/,White,Male
473,3,Stella Stevens,Kara,kara,,http://www.nndb.com/people/035/000108708/,White,Female
473,4,Burton Gilliam,Dewitt,dewitt,,,White,Male
473,5,Barbara Alyn Woods,Sharon,sharon,,,Unlisted,Unlisted
473,6,Clare Hoak,Ariel,ariel,,,Unlisted,Unlisted
320,0,Chad Allen,Sherman Putterman,sherman putterman,,http://www.nndb.com/people/641/000108317/,White,Male
320,1,Diane Franklin,Suzy Putterman,suzy putterman,,,Unlisted,Unlisted
320,2,Mary Woronov,Raquel Putterman,raquel putterman,,http://www.nndb.com/people/358/000130965/,White,Female
320,3,Gerrit Graham,Stanley Putterman,stanley putterman,,http://www.nndb.com/people/772/000161289/,White,Male
320,4,Bert Remsen,Grampa Putterman,grampa putterman,,http://www.nndb.com/people/666/000161183/,White,Male
320,5,Jon Gries,O.D.,od,,http://www.nndb.com/people/383/000130990/,White,Male
320,6,Jennifer Richards,Medusa,medusa,,,Unlisted,Unlisted
320,7,Alejandro Rey,Spiro,spiro,,http://www.nndb.com/people/827/000347783/,Hispanic,Male
320,8,Randi Brooks,Cherry,cherry,,,Unlisted,Unlisted
320,9,Frank Welker,Hungry Beast Alien,hungry beast alien,,http://www.nndb.com/people/149/000130756/,White,Male
320,10,Ian Patrick Williams,Officer Nutky,officer nutky,,,Unlisted,Unlisted
320,11,Sonny Carl Davis,Norton,norton,,,Unlisted,Unlisted
320,12,William Paulson,Pluthar,pluthar,,,White,Male
320,13,John Leamer,the Chauffeur,chauffeur,,,Unlisted,Unlisted
68,0,Marilyn Burns,Sally Hardesty,sally hardesty,False,,Unlisted,Unlisted
68,1,Allen Danziger,Jerry,jerry,True,,Unlisted,Unlisted
68,2,Paul A. Partain,Franklin Hardesty,franklin hardesty,True,,Unlisted,Unlisted
68,3,William Vail,Kirk,kirk,True,,Unlisted,Unlisted
68,4,Teri McMinn,Pam,pam,True,,Unlisted,Unlisted
68,5,Edwin Neal,Hitchhiker,hitchhiker,True,,Unlisted,Unlisted
68,6,Jim Siedow,Old Man,old man,False,,Unlisted,Unlisted
68,7,Gunnar Hansen,Leatherface,leatherface,False,http://www.nndb.com/people/418/000138004/,White,Male
68,8,John Dugan,Grandfather,grandfather,False,,Unlisted,Unlisted
68,9,Robert Courtin,Window Washer,window washer,False,,Unlisted,Unlisted
68,10,William Creamer,Bearded Man,bearded man,False,,Unlisted,Unlisted
68,11,John Henry Faulk,Storyteller,storyteller,False,,Unlisted,Unlisted
68,12,Jerry Green,Cowboy,cowboy,False,,Unlisted,Unlisted
68,13,Ed Guinn,Cattle Truck Driver,cattle truck driver,False,,Unlisted,Unlisted
68,14,Joe Bill Hogan,Drunk,drunk,False,,Unlisted,Unlisted
68,15,Perry Lorenz,Pick Up Driver,pick up driver,False,,Unlisted,Unlisted
1034,0,Alexandra Daddario,Heather Miller,heather miller,False,http://www.nndb.com/people/641/000357567/,White,Female
1034,1,Tremaine Neverson,Ryan,ryan,True,,Unlisted,Unlisted
1034,2,Tania Raymonde,Nikki,nikki,True,http://www.nndb.com/people/515/000162029/,White,Female
1034,3,Keram Malicki-Sánchez,Kenny,kenny,True,,Unlisted,Unlisted
1034,4,Shaun Sipos,Darryl,darryl,True,,Unlisted,Unlisted
1034,5,Dan Yeager,Leatherface,leatherface,False,,Unlisted,Unlisted
1034,6,Thom Barry,Sheriff Hooper,sheriff hooper,False,http://www.nndb.com/people/458/000282609/,Black,Male
1034,7,Paul Rae,Burt Hartman,burt hartman,True,,White,Male
1034,8,Scott Eastwood,Deputy Carl Hartman,deputy carl hartman,False,http://www.nndb.com/people/622/000400419/,White,Male
1034,9,Bill Moseley,Drayton Sawyer,drayton sawyer,False,http://www.nndb.com/people/731/000131338/,White,Male
1034,10,Richard Riehle,Farnsworth,farnsworth,False,http://www.nndb.com/people/848/000345810/,White,Male
1034,11,John Dugan,Grandpa Sawyer,grandpa sawyer,True,,Unlisted,Unlisted
1034,12,David Born,Gavin Miller,gavin miller,True,,White,Male
1034,13,Marilyn Burns,Verna Carson,verna carson,False,,Unlisted,Unlisted
1034,14,Sue Rock,Arlene Miller,arlene miller,True,,Unlisted,Unlisted
1034,15,Gunnar Hansen,Boss Sawyer,boss sawyer,True,http://www.nndb.com/people/418/000138004/,White,Male
680,0,Andrew Bryniarski,Thomas Hewitt/Leatherface,thomas hewitt leatherface,False,,White,Male
680,1,Jessica Biel,Erin,erin,False,http://www.nndb.com/people/219/000047078/,White,Female
680,2,R. Lee Ermey,Charlie Hewitt Jr. / Sheriff Hoyt,charlie hewitt jr sheriff hoyt,False,http://www.nndb.com/people/541/000024469/,White,Male
680,3,Eric Balfour,Kemper,kemper,True,http://www.nndb.com/people/375/000112039/,White,Male
680,4,Jonathan Tucker,Morgan,morgan,True,http://www.nndb.com/people/344/000130951/,White,Male
680,5,Erica Leerhsen,Pepper,pepper,True,,Unlisted,Unlisted
