,name,gender,race
50277,Martha Cousins,Female,White
50278,Howard Joines,Male,White
50279,John Miller,Male,White
50280,Michael J. Narvaez,Male,Hispanic
50281,Roberto Rizzo,Male,White
50282,Eileen Beth Shapiro,Female,White
50283,Barry Wetcher,Male,White
50285,Raquel Shapiro,Female,White
50287,Beth Dodye Bass,Female,White
50288,Millie Tirelli,Female,White
50289,Thomas Michael Sullivan,Male,White
50290,Larry Fleischman,Male,White
50291,Richie Karron,Male,White
50292,Mark Fairchild,Male,White
50293,Bill Edwards,Male,White
50294,Gilbert S. Williams,Male,Black
50295,Patricia Lavery,Female,White
50296,Ken Goodstein,Male,White
50297,Glenn Lewis,Male,White
50298,Saundra McClain,Female,White
50299,Paul Messina,Male,White
50300,Larry Pine,Male,White
50301,Stephanie Langhoff,Female,White
50302,Minna Rose,Female,White
50303,Brigitte Barnett,Female,White
50304,Anthony Caforio,Male,Hispanic
50305,Lizza Oliver,Other,White
50306,Rachael L. Hollingsworth,Female,White
50307,Sylvia Gottlieb,Female,White
50308,Paul Acocella,Male,White
50309,Frederik Garl\xc3\xaan,Male,White
50310,Helena McInerney,Female,White
50311,James Mount,Male,White
50312,Michael Scovotti,Male,White
50313,Rocky Carroll,Male,Black
50314,R.J. Knoll,Other,White
50315,Jim Boyce,Male,White
50316,Ashley Calloway,Female,White
50317,Richard Valeriani,Male,White
50318,Rad Daly,Other,White
50319,Armand Watson,Male,White
50320,Dale Andre Lee Everett,Male,White
50321,Bob Stone,Male,White
50322,Skip Beard,Male,White
50323,John Daniels,Male,White
50325,Ricky Schroder,Male,White
50326,Michael D. Weatherred,Male,White
50328,Brenden Jefferson,Male,Black
50329,Brent Goldberg,Male,White
50330,Ryan Phillippe,Male,Protestant
50331,Angela C. Tortu,Female,Hispanic
50332,Robin Faraday,Male,White
50333,Lars Woods,Male,White
50334,Kurt Fuller,Male,White
50335,David Michael Silverman,Male,White
50336,Scott Klace,Male,White
50337,Darryl Fong,Male,Asian
50338,Rueben Grundy,Male,White
50339,John Kovacevich,Male,White
50340,Stu Klitsner,Male,White
50341,Tina DElia,Female,White
50342,David Fine,Male,White
50343,Amir Talai,Male,Asian
50344,Jason Frazier,Male,White
50345,Abigail Van Alyn,Female,White
50346,Robert Anthony Peters,Male,White
50347,John Robb,Male,White
50348,Cathy Fithian,Female,White
50349,Jeff Applebaum,Male,White
50350,Richard Bischoff,Male,White
50351,Larry Hunt,Male,White
50352,Arbin C. Kumar,Other,Asian
50353,Jerry Edward McLilly,Male,White
50354,Brandon Deadwiler,Male,White
50355,Karen Kahn,Female,White
50356,Alissa Anderegg,Female,White
50357,Elise Angell,Female,White
50358,Stefano Capone,Male,White
50359,Molly Celaschi,Female,White
50360,Ryan Else,Male,White
50361,Joseph Fossum-Perez,Male,Hispanic
50362,Heather Kantor,Female,White
50363,Steven Lindo,Male,White
50364,Pete Lynch,Male,White
50365,Tyler MacNiven,Male,White
50366,Austin Scott,Male,White
50367,Dee Dee Stephens,Female,White
50368,Domenic Bove,Male,White
50369,Joyful Raven,Other,White
50370,Peter Fitzsimmons,Male,White
50371,Adam Del Rio,Male,Hispanic
50372,Erin Beers,Female,White
50373,Bonnie Akimoto,Female,Asian
50374,Cecil Williams,Male,Black
50375,George Moffatt,Male,White
50376,Mike Garibaldi,Male,White
50377,Kevin Crook,Male,White
50378,James Finnerty,Male,White
50379,Terri Orth-Pallavicini,Female,White
50380,Daniel Wilder,Male,White
50381,Keith Stevenson,Male,White
50382,Victor Hoagland,Male,White
50383,Edward Donlin,Male,White
50384,The Glide Ensemble,Female,White
50385,Shareef Allman,Other,White
50386,Peaches Hutchinson,Other,White
50387,Tateanna Wheeler-Lezine,Other,White
50388,Regina Antoinette,Female,White
50389,Curtis Wayne Brown,Male,White
50390,Kimberly Contreras,Female,Hispanic
50391,Alexander Cukor,Male,White
50392,Bill Dietz,Male,White
50393,Travis B. Fields,Male,White
50394,Ben Fritz,Male,White
50395,David Kiiskinen,Male,White
50396,Brendan Kruse,Male,White
50397,Erin Lehmk\xc3\xbchl,Female,White
50398,Lynne MacAllen,Female,White
50399,Tommy Maples,Male,White
50400,Peter Edward Mussad,Male,White
50401,Steve Potts,Male,White
50402,Rob Captain Rob Robinson,Male,White
50403,William Paul Smith,Male,White
50404,Phil Talsky,Male,White
50405,Adam Wang,Male,Asian
50406,Ricky Webster,Male,White
50408,Judith Scott,Female,White
50409,Klaus Schindler,Male,White
50410,Amanda Brooks,Female,White
50411,Greta Scacchi,Female,White
50412,Robert Amstler,Male,White
50413,Spencer Conner,Male,White
50414,Robert Mammana,Male,White
50415,Hasan Ali Mete,Male,Hispanic
50416,Conny Poppe,Female,White
50417,Jana Koles\xc3\xa1rov\xc3\xa1,Female,White
50418,Marlene Lawston,Female,White
50419,Stephanie Faracy,Female,White
50420,Eva Plackner,Female,White
50421,Drake Johnston,Male,White
50422,Tarek Antonio Alin,Male,Hispanic
50423,Ina Barr\xc3\xb3n,Female,White
50424,Tricia Cruz,Female,Hispanic
50425,David Farkas,Male,White
50426,Cathy Immordino,Female,White
50427,Tonje Larsgard,Female,White
50428,Julie McKinnon,Female,White
50429,Laurence Richardson,Female,White
50430,Suzie Plakson,Female,White
50431,Faryn Einhorn,Other,White
50432,Allan Rich,Male,White
50433,Kim Tran,Female,Asian
50434,Marie Rowe,Female,White
50435,Anne Flanagan,Female,White
50436,Lynn Tufeld,Female,White
50437,Jesse Dizon,Male,Asian
50438,Lynne Killmeyer,Female,White
50439,Linda McCullough,Female,White
50440,Gino DCafango,Male,White
50441,Joseph Attanasio,Male,White
50442,Trevor Einhorn,Male,White
50443,Kate Williamson,Female,White
50444,Farrah Forke,Female,White
50445,Pat Asanti,Other,White
50446,Edward Power,Male,White
50447,Melanie Henderson,Female,Black
50448,Rohana Razali,Other,Asian
50449,Anneliza Scott,Other,White
50450,Darina Chylik,Female,White
50451,Stephen Hauser,Male,White
50452,Wendy Bones,Female,White
50453,Tim Earnheart,Male,White
50454,Rhonda Dotson,Female,White
50455,Shishir Kurup,Other,White
50456,Hector Velasquez,Male,Hispanic
50457,Wanda Christine,Female,White
50458,Tudi Roche,Other,White
50459,Kristina Malota,Female,White
50460,Kieu Chinh,Female,Asian
50461,Cherene Snow,Other,White
50462,Tanya Douglas,Female,Black
50463,Sarah Dampf,Female,White
50464,Marlene Kanter,Female,White
50465,Kim Murphy,Female,White
50467,Jim Kline,Male,White
50468,Andrew Frankel,Male,White
50469,Aymara Limma,Other,White
50470,Yuki Kazamatsuri,Female,Asian
50471,Sakichi Sato,Other,Asian
50472,Yoshiyuki Morishita,Male,Asian
50473,Kazuki Kitamura,Male,Asian
50474,Juri Manase,Male,White
50475,Goro Daimon,Male,White
50476,Jin Zhan Zhang,Female,Asian
50477,Ambrosia Kelley,Female,White
50478,Yoshiko Yamaguchi,Female,Asian
50479,Naomi Kusumi,Female,White
50480,Michael Kuroiwa,Male,White
50481,Stevo Polyi,Male,White
50482,Chiaki Kuriyama,Female,Asian
50483,Chia-Hui Liu,Other,Asian
50484,Kenji Ohba,Male,White
50485,Tetsuro Shimaguchi,Male,Asian
50486,Y\xc3\xb4ji Tanaka,Other,Asian
50487,S\xc3\xb4 Yamanaka,Other,Asian
50488,Akaji Maro,Other,Hispanic
50489,Xiaohui Hu,Other,Asian
50490,Sachiko Fujii,Female,Asian
50491,Ronnie Yoshiko Fujiyama,Male,Asian
50492,Ai Maeda,Female,Hispanic
50493,Hikaru Midorikawa,Female,Asian
50494,Christopher Allen Nelson,Male,White
50495,Ramiro Fabian,Male,White
50496,Claude Brooks,Male,White
50497,Walter Powell,Male,White
50498,Brogan Roche,Other,White
50499,Lloyd Berman,Male,White
50500,Laura Grady,Female,White
50501,Michelle Boehle,Female,White
50502,Megan Denton,Female,White
50503,Hope Wood,Female,White
50504,Andrea Toste,Female,White
50505,Carl Kocis,Male,White
50506,Kevin Scannell,Male,White
50507,Zaid Farid,Male,White
50508,Alex Craig Mann,Male,White
50509,Reamy Hall,Other,White
50510,Kimberly Baum,Female,White
50511,Janet Jaeger,Female,White
50512,Mindy,Female,Asian
50513,Rick Solis,Male,Hispanic
50516,Ben Browder,Male,White
50517,Cliff Simon,Male,White
50518,Tracy Westerholm,Female,White
50519,Bill Nikolai,Male,White
50520,Obi Ndefo,Other,White
50521,Neil Denis,Male,White
50522,Anna-Louise Plowman,Other,White
50523,Tobias Mehler,Male,White
50524,William deVry,Male,White
50525,Louis Gossett Jr.,Male,White
50526,Jeff Judge,Male,White
50527,Biski Gugushe,Other,White
50528,Jacquie Janzen,Female,White
50529,Christopher Pearce,Male,White
50530,Gardiner Millar,Other,White
50531,Dion Luther,Male,White
50532,Martin Wood,Male,White
50533,Suanne Braun,Other,White
50534,Vaitiare Hirshon,Other,White
50535,Garwin Sanford,Other,White
50536,Matthew Bennett,Male,White
50537,Ron Halder,Male,White
50538,Frida Betrani,Female,White
50539,Bill Marchant,Male,White
50540,Lucas Wolf,Male,White
50541,Mel Harris,Female,White
50542,Christian Bocher,Male,White
50543,Ian Robison,Male,White
50544,Geoff Redknap,Male,White
50545,Nicholas Harrison,Male,White
50546,Oleg Feoktistov,Male,White
50548,David McNally,Male,White
50549,Christopher Cousins,Male,White
50550,Jarvis W. George,Male,White
50551,Tamsin Kelsey,Female,White
50552,Anne Marie DeLuise,Female,White
50553,Colleen Rennison,Female,White
50554,Kira Clavell,Female,White
50555,Bob Dawson,Male,White
50556,Kristina Copeland,Female,White
50557,Robert Duncan,Male,White
50558,Samantha Ferris,Female,White
50559,Link Baker,Other,White
50560,Richard Leacock,Male,White
50561,Tobias Slezak,Male,White
50562,Michael Tiernan,Male,White
50563,Rob Fournier,Male,White
50564,Peter Kelamis,Male,White
50565,Steve Archer,Male,White
50566,Adam J. Harrington,Male,White
50567,Ivan Cerm\xc3\xa1k,Male,White
50568,Glynis Davies,Female,White
50569,Scott McNeil,Male,Black
50570,Alistair Abell,Male,White
50571,Woody Jeffreys,Male,White
50572,Rik Kiviaho,Male,White
50573,Jim Thorburn,Male,White
50574,Victor Favrin,Male,White
50575,Stephen Tibbetts,Male,White
50576,Wycliff Hartwig,Other,White
50577,Tanya Reid,Female,White
50578,Thomas Milburn Jr.,Male,White
50579,Holly Elissa,Female,White
50580,Colleen Winton,Female,White
50581,Christine Kennedy,Female,White
50582,Suleka Mathew,Other,Asian
50583,Dillon Moen,Male,White
50584,Scott Owen,Male,White
50585,Simon Hayama,Male,Asian
50586,Natasha Jean,Female,Black
50587,Bonnie Kilroe,Female,White
50588,Pierre Bernard Jr.,Male,White
50589,Wayne Brady,Male,White
50590,Fran\xc3\xa7oise Robertson,Other,White
50591,Harley Jane Kozak,Female,White
50593,Heather Hanson,Female,White
50594,Jan Rubes,Male,White
50595,Fred Applegate,Male,White
50597,Lane Gates,Male,White
50598,Belinda Waymouth,Female,White
50599,Danielle Nicolet,Female,White
50600,Martin Cummins,Male,White
50601,Deborah Theaker,Female,White
50602,Marya Delver,Female,White
50603,Julie Patzwald,Female,White
50604,Jocelyne Loewen,Female,White
50606,Camyar Chai,Other,Asian
50607,Keegan Connor Tracy,Male,White
50608,Harrison Coe,Male,White
50609,Scott Hylands,Male,White
50610,Melanie Rees,Female,White
50611,Jen Halley,Female,White
50613,Sarah Deakins,Female,White
50614,Mercedes de la Zerda,Female,White
50615,James Kidnie,Male,White
50616,Clare Carey,Female,White
50617,Pablo Coffey,Male,White
50619,Wally Dalton,Male,White
50620,Amanda OLeary,Female,White
50621,Nicole Oliver,Female,White
50622,David Adams,Male,White
50623,Rick Morwick,Male,White
50624,Lachlan Murdoch,Male,White
50625,David Abbott,Male,White
50626,Andrew Jackson,Male,Black
50627,Michael E. Ryan,Male,White
50628,Peter Anderson,Male,White
50629,P.J. Johal,Other,Asian
50630,Martin Evans,Male,White
50631,Natasha Vasiluk,Female,White
50632,Samantha Kaine,Female,White
50633,Rod Loomis,Male,White
50634,Christopher Gaze,Male,White
50635,Bob Frazer,Male,White
50636,Nancy Hillis,Female,White
50637,Kim Kondrashoff,Female,White
50638,Stephanie Shea,Female,White
50639,Russell Roberts,Male,White
50640,Enid-Raye Adams,Other,White
50641,Paul Batten,Male,White
50642,Ryan Drescher,Male,White
50643,Allan Lysell,Male,White
50644,Holly Ferguson,Female,White
50645,Richard Side,Male,White
50646,Beverley Breuer,Female,White
50647,Lesley Ewen,Other,White
50648,David Thomson,Male,White
50649,Marc Baur,Male,White
50650,Lisa Bunting,Female,White
50651,Conan Graham,Male,White
50652,T.M. Sandulak,Other,White
50653,Patti Allan,Female,White
50654,Cam Cronin,Female,White
50655,Art Kitching,Male,White
50656,Linnea Sharples,Female,White
50657,Dean Paul Gibson,Male,White
50658,Paul Norman,Male,White
50659,Rebecca Reichert,Female,White
50660,Hillary Cooper,Female,White
50661,Wendy Noel,Female,White
50662,Nels Lennarson,Male,White
50663,Mark Hansen,Male,White
50664,Stephen Holmes,Male,White
50666,Roxana Phillip,Female,White
50667,Jane Spence,Female,White
50668,Devon Finn,Male,White
50669,Joe Pascual,Male,Hispanic
50670,Rob Farrell,Male,White
50671,Rob Morton,Male,White
50672,Kris Keeler,Male,White
50673,Tracey Hway,Female,Asian
50674,Trever Havixbeck,Male,White
50675,Kevin McCrae,Male,White
50676,Randy Schooley,Male,White
50677,Bruce Dawson,Male,White
50678,Sheri Rabold,Female,White
50679,Michael Robinson,Male,Black
50680,Georgia Craig,Female,White
50681,Chad Hershler,Male,White
50682,Darren Giblin,Male,White
50683,Haley Beauchamp,Female,White
50684,Rachel Hayward,Female,White
50685,Diane Brown,Female,White
50686,Kelly Dean Sereda,Female,Hispanic
50687,Wren Roberts,Male,White
50688,Dario Delacio,Male,Hispanic
50689,Jacob Chaos,Male,White
50690,Paul Schiele,Male,White
50691,Patrick Keating,Male,White
50692,Gianna Patton,Female,White
50693,Donald Adams,Male,White
50694,Nicola Correia-Damude,Female,White
50695,Elliot Mandelcorn,Male,White
50696,Alex Dafoe,Male,White
50697,Steven Cree Molison,Male,White
50698,Zoran Vukelic,Male,White
50699,Oliver Tan,Male,Asian
50700,Martin Blaiz,Male,Hispanic
50701,Jay Kramer,Male,White
50702,Chris Newton,Male,White
50703,Susie Wickstead,Female,White
50704,Julie Hill,Female,White
50705,Ian Marsh,Male,White
50706,Jerr Weddell,Other,White
50707,Matt David Johnson,Male,White
50708,James Caldwell,Male,White
50709,Guy Fauchon,Male,White
50710,Peter Nicholas Smyth,Male,White
50711,John Treleaven,Male,White
50712,Lillianne Lee,Other,White
50713,Cathy Weseluck,Female,White
50714,Paul Stafford,Male,White
50715,Evan Frayne,Male,White
50716,Nick Misura,Male,Asian
50717,Todd Thomson,Male,White
50719,John P. Jumper,Male,White
50720,Chuck Campbell,Male,White
50721,Quinn Lord,Male,White
50722,Peter New,Male,White
50723,Robin Richardson,Male,White
50724,Travis Woloshyn,Male,White
50725,Tamara Prescott,Female,White
50726,Craig McNair,Male,White
50727,Jan Bos,Male,White
50728,Brendan McClarty,Male,White
50729,Brad Sihvon,Male,White
50730,Brahm Taylor,Other,White
50731,Heather Christie,Female,White
50732,Ken Phelan,Male,White
50733,David Sinclair,Male,White
50734,Grizz Salzl,Other,White
50735,Noah Beggs,Male,White
50736,Sean Whale,Male,White
50737,Ken Dresen,Male,White
50738,Silya Wiggens,Other,White
50739,Aleks Holtz,Male,White
50740,Alexander Boynton,Male,White
50741,Doreen Ramus,Female,White
50742,Coleen Christie,Female,White
50743,Judith Berlin,Female,White
50744,Peter Kufluk,Male,White
50745,Reg Tupper,Male,White
50746,Simon Egan,Male,White
50747,Ryan W. Smith,Male,White
50748,Rachelle Chartrand,Female,White
50749,Laura Drummond,Female,White
50750,Kevin Blatch,Male,White
50751,Gwenda Lorenzetti,Female,White
50752,James Michalopolous,Male,White
50753,Brad Proctor,Male,White
50754,Sean Arnfinson,Male,White
50755,Jonathan Hill,Male,White
50756,Andrew McIlwaine,Male,White
50757,Janette Devries,Female,White
50758,Bruce Woloshyn,Male,White
50759,Todd Scott,Male,White
50760,Wojciech Jakubowski,Male,White
50761,Terrance Morris,Male,White
50762,Joey Shea,Male,White
50763,Ryf Van Rij,Other,Hispanic
50764,Troy Adamson,Male,White
50765,Ryan Christopher Keys,Male,White
50766,Joseph Mallozzi,Male,White
50767,Stuart Gibson,Male,White
50768,Cameron K. Smith,Male,White
50769,Mike Desabrais,Male,White
50770,Nigel Johnson,Male,White
50771,John Sampson,Male,White
50772,Clay Virtue,Male,White
50773,Jeffrey Bowyer-Chapman,Male,White
50774,Rachel Griffin,Female,White
50775,Christina McQuarrie,Female,White
50776,Jan Newman,Male,White
50777,Brad Wright,Male,White
50778,Sanjay Madhav,Male,White
50780,Corin Nemec,Male,
50781,Bill Dow,Male,White
50783,Lexa Doig,Female,White
50784,Vince Crestejo,Male,Hispanic
50785,JR Bourne,Other,White
50786,Peter Flemming,Male,White
50787,Rob Lee,Male,White
50788,Greg Anderson,Male,White
50790,Steve Makaj,Male,White
50791,Karen van Blankenstein,Female,White
50792,Eric Schneider,Male,White
50793,Morris Chapdelaine,Male,White
50794,Trevor Devall,Male,White
50795,Torri Higginson,Female,White
50796,Jacqueline Samuda,Female,Asian
50797,Mitchell Kosterman,Male,White
50798,Marie Stillin,Female,White
50799,Courtenay J. Stevens,Male,White
50800,Jennifer Calvert,Female,White
50801,Michael J Rogers,Male,White
50802,Finn Michael,Male,White
50803,Ed Anders,Male,White
50805,Patrick McKenna,Male,White
50806,Jason George,Male,Black
50807,Peter LaCroix,Male,White
50808,Brook Susan Parker,Female,White
50809,Robin Mossley,Male,White
50810,Stuart OConnell,Male,White
50811,David Lovgren,Male,White
50812,Winston Rekert,Male,White
50813,David Kopp,Male,White
50814,David Hurtubise,Male,White
50815,Richard de Klerk,Male,White
50816,Benjamin Ratner,Male,White
50817,Joy Coghill,Female,White
50818,Kenton Reid,Male,White
50819,Kirsten Alter,Female,White
50820,Nikki Smook,Female,White
50821,Veena Sood,Female,Asian
50822,Tosca Baggoo,Female,White
50823,Anthony Ulc,Male,White
50824,Julius Chapple,Male,White
50825,Kimberly Unger,Female,White
50826,Mark Pawson,Male,White
50827,Johannah Newmarch,Other,White
50828,Sean Millington,Male,White
50829,Sean Amsing,Male,White
50830,Penelope Park,Female,Asian
50831,Efosa Otuomagie,Other,White
50832,Brandy Ledford,Female,White
50833,Bobbie Phillips,Female,White
50834,Colin Heath,Male,White
50835,Megan Leitch,Female,White
50836,Lawrence Dane,Male,White
50837,Michele Greene,Female,White
50838,Alison Matthews,Female,White
50839,Kristian Ayre,Male,White
50842,Venus Terzo,Female,White
50844,Tom OBrien,Male,White
50845,Keene Curtis,Other,White
50846,Jorge Vargas,Male,Hispanic
50847,Jeff Gulka,Male,White
50848,Britt Irvin,Female,White
50849,Michael DeLuise,Male,White
50850,Vincent Gale,Male,White
50851,Jason Emanuel,Male,White
50852,Derek Hamilton,Male,White
50853,Nancy Sorel,Female,White
50854,Warren Kimmel,Male,White
50855,Doug Wert,Male,White
50856,Tabitha St. Germain,Female,White
50857,Amber Rothwell,Female,White
50858,Guyle Fraizer,Other,White
50859,Norman Armour,Male,White
50860,Gwynyth Walsh,Other,White
50861,Kathleen Duborg,Female,White
50862,Arvydas Lebeliunas,Male,Hispanic
50863,Melanie Blackwell,Female,White
50864,Vince Corazza,Male,White
50865,Benson Simmonds,Other,White
50866,Gabrielle Miller,Female,White
50868,David Cameron,Male,White
50869,Jesse Moss,Male,White
50870,Rob Court,Male,White
50871,Shane Meier,Male,White
50872,Andrew Johnston,Male,White
50873,Allison Hossack,Female,White
50874,Betty Linde,Female,White
50875,Gregory Bennett,Male,White
50876,Liam Ranger,Male,White
50877,Patricia Drake,Female,White
50878,Ingrid Torrance,Female,White
50879,Robert Bruce,Male,White
50880,Andy Maton,Male,White
50881,John Murphy,Male,White
50882,Kyle Graham,Female,White
50883,Andrew Guy,Male,White
50884,Maria Luisa Cianni,Female,White
50885,Jennifer Copping,Female,White
50886,Barry W. Levy,Male,White
50887,Frank Topol,Male,White
50888,Noel Callahan,Male,White
50889,Johnny Cuthbert,Male,White
50890,Alex Diakun,Male,White
50891,Martin Novotny,Male,White
50892,Craig Veroni,Male,White
50893,Zak Church,Male,White
50894,James Purcell,Male,White
50895,Brendan Beiser,Male,White
50896,Jason Bryden,Male,White
50897,Hawthorne James,Other,White
50898,Ikkee Battle,Other,Black
50899,Marilyn Chin,Female,Asian
50900,Terry David Mulligan,Male,White
50901,Bob Wilde,Male,White
50902,Chief Leonard George,Other,White
50903,Judy Norton,Female,White
50904,Shaun Phillips,Male,White
50905,Diane Stapley,Female,White
50906,Francis Boyle,Male,White
50907,Dean Moen,Male,White
50908,Raimund Stamm,Male,White
50909,Poppi Reiner,Other,White
50910,Mikka Dargel,Other,White
50911,Sina Najafi,Female,White
50912,Toby Berner,Male,White
50913,Jodie Graham,Female,White
50914,Danielle Kremeniuk,Female,White
50915,Sheelah Megill,Other,White
50916,Addison Ridge,Other,White
50917,Jano Frandsen,Male,White
50918,Michael Puttonen,Male,White
50919,Carla Boudreau,Female,White
50920,Gina Stockdale,Female,White
50921,Linnea Johnson,Female,White
50922,Carin Moffat,Female,White
50923,Jennifer Steede,Female,White
50924,Olga Cramer,Female,White
50925,Sarah Edmondson,Female,White
50926,Ed Hong-Louie,Male,Asian
50927,Colin Murdock,Male,White
50928,Michael Gordin Shore,Male,White
50929,Sam MacMillan,Male,White
50930,Chilton Crane,Other,White
50931,Chris Bradford,Male,White
50932,Maximillian Uhrin,Male,White
50933,Michael Chase,Male,White
50934,Carmen Moore,Female,White
50935,Sarah Goodwill,Female,White
50936,Roger Allford,Male,White
50937,Daniel B. Melles,Male,White
50938,Anastasia Bandey,Female,White
50939,Jeff Seymour,Male,White
50940,Jason Gaffney,Male,White
50941,Yvonne Myers,Female,White
50942,Theresa Lee,Female,White
50943,Jason Howell,Male,White
50944,Dean Aylesworth,Male,White
50945,Andrew McNee,Male,White
50946,Billy Mitchell,Male,White
50947,Brent C.S. OConnor,Male,White
50948,Ivon R. Bartok,Female,White
50949,Liza Huget,Female,White
50950,Christopher Newton,Male,White
50951,Dave Squatch Ward,Male,White
50952,Kirk Caouette,Male,White
50953,Eileen Barrett,Female,White
50954,Brian Davies,Male,White
50955,Michael Sunczyk,Male,White
50956,Lisa Bayliss,Female,White
50957,Megan Elizabeth,Female,White
50958,Maureen Thomas,Female,White
50959,Bernie Neufeld,Female,White
50960,Kyle Hogg,Female,White
50961,Yee Jee Tso,Other,Asian
50962,Dale Hall,Male,White
50963,Christie Wilkes,Female,White
50964,Miguel Fabrizio Lavaggi,Male,White
50965,Charles Singh,Male,Asian
50966,James Bamford,Male,White
50967,Jesai Jayhmes,Other,White
50968,Claude Knowlton,Male,White
50969,Shiraine Haas,Other,White
50970,Aaron Brooks,Male,White
50971,Stephen Sumner,Male,White
50972,Jenn Forgie,Female,White
50973,Todd Hann,Male,White
50974,Dale Wilson,Male,White
50975,Chris Kramer,Male,White
50976,Lindsay Maxwell,Female,White
50977,Katey Wright,Female,White
50978,Wendy Russell,Female,White
50979,Maurico Vasquez,Other,Hispanic
50980,Anwar Hasan,Male,White
50981,Robert Mann,Male,White
50982,Barbara Fixx,Female,White
50983,Sasha Piltsin,Male,White
50984,Colby Johannson,Male,White
50985,Carrie Ritchie,Female,White
50986,Mary-Jane Baker,Other,White
50987,Kate Mitchell,Female,White
50988,Donna White,Female,White
50989,Emma Cooper,Female,White
50990,Cory Monteith,Male,White
50991,Ryan Elm,Male,White
50992,Kiara Hunter,Female,White
50993,Aaron Thompson,Male,White
50994,David MacInnis,Male,White
50995,Stephen Powell,Male,White
50996,John Tierney,Male,White
50997,Jason Edward Coleman,Male,White
50998,Daniel Pepper,Male,White
50999,Jeny Cassady,Other,White
51000,Keath Thome,Other,White
51001,Jason Benson,Male,White
51002,Anthony Ashbee,Male,White
51003,Rimple Sumer,Other,White
51004,Jackie Blackmore,Other,White
51005,Shirley Hill,Female,White
51006,Rob Sluggo Boyce,Male,White
51007,Monique Rusu,Female,White
51008,Michelle Comens,Female,White
51009,Terrance Leigh,Male,White
51010,Bruno Verdoni,Male,White
51011,Gerald Scarr,Male,White
51012,Robert C. Cooper,Male,White
51013,N. John Smith,Other,White
51014,Jennifer Wilhelmine,Female,White
51015,Dean Hinchey,Male,White
51016,Sharon Simms,Female,White
51017,Martin Szlavy,Male,White
51018,Mark Davidson,Male,White
51019,John G. Lenic,Male,White
51020,Andy Mikita,Male,White
51021,Peter F. Woeste,Male,White
51022,Michael Lenic,Male,White
51023,Caitlin Keats,Female,White
51024,Venessia Valentino,Other,White
51025,William Paul Clark,Male,White
51026,Al Manuel Douglas,Male,White
51027,Maria Del Rosario Guti\xc3\xa9rrez,Female,Hispanic
51028,Veronica Janet Martinez,Female,Hispanic
51029,Citlati Guadalupe Bojorquez,Other,Hispanic
51030,Maria de Lourdes Lombera,Female,White
51031,Lawrence Bender,Male,White
51032,Reda Beebe,Female,White
51033,Larry Bishop,Male,White
51034,Clark Middleton,Male,White
51035,Helen Kim,Female,Asian
51036,Victoria Lucai,Female,White
51037,Thea Rose,Female,White
51038,Patricia Silva,Female,Hispanic
51039,Sonia Angelica Padilla Curiel,Female,White
51040,Lucia Cruz Marroquin,Female,Hispanic
51041,Graciela Salazar Mendoza,Female,Hispanic
51042,Jorge Silva,Male,Hispanic
51043,Tom Hartig,Male,White
51044,Michael J. Pollard,Male,White
51045,Leslie Morris,Female,White
51046,Richard Fancy,Male,White
51047,Alphonse Walter,Male,White
51048,Phil Rubenstein,Male,White
51049,Jack Goode Jr.,Male,White
51050,Larry Humburger,Male,White
51051,Tammy Richardson,Female,White
51052,Kenneth Pruitt,Male,White
51053,Richard Dominguez,Male,Hispanic
51054,Tamara Landry,Female,White
51055,Melissa Bremner,Female,White
51056,Lucia Neal,Female,White
51057,Dori Courtney,Female,White
51058,John Walter Davis,Male,White
51059,Salvador Espinoza,Male,Hispanic
51060,Larry White,Male,White
51061,Fred Trombley,Male,White
51062,David Phillips,Male,White
51063,James Reilley,Male,White
51064,Duane Allen,Male,White
51065,Philip Weyland,Male,White
51066,Lorenzo Gaspar,Male,Hispanic
51067,Conrad Hurtt,Male,White
51068,Jack Palance,Male,White
51069,Robert ZDar,Male,White
51070,David Byrd,Male,White
51071,Jerry Martinez,Male,Hispanic
51072,Bing Russell,Male,White
51073,Peter Stensland,Male,White
51074,Geoff Vanderstock,Male,White
51075,Mark Wood,Male,White
51076,Saveliy Kramarov,Other,White
51077,Anne Cooper,Female,White
51078,Patti Davis,Female,White
51079,Doug Ford,Male,White
51080,Ronald Moss,Male,White
51081,Anna Joyner,Female,White
51082,Christie Mucciante,Female,White
51083,Roxanne Kernohan,Female,White
51084,Dale Swann,Male,White
51085,Adolfo Quinones,Male,Hispanic
51086,Christopher Wolf,Male,White
51087,Richard J. Larson,Male,White
51088,Matt Tufo,Male,White
51089,Lewis Guido,Male,White
51090,Gilbert Esparza,Male,Hispanic
51091,Donald Zinn,Male,White
51092,Robert David Armstrong,Male,White
51093,Paul Lewis,Male,White
51094,Cibby Danyla,Other,White
51095,Richard Hale,Male,White
51096,Michael Lent,Male,White
51097,Ari Ross,Male,White
51098,Ian Ogilvy,Male,White
51099,Nancy Fish,Female,White
51101,Paulo Tocha,Male,Hispanic
51102,Thomas Murphy,Male,White
51103,Jean St. James,Female,White
51104,Jacquelyn K. Koch,Female,White
51105,Stuart Mabray,Male,White
51107,Carrie Jean Yazel,Female,White
51108,Fabio,Male,Asian
51109,Ron Stein,Male,White
51110,St\xc3\xa9phanie Anderson,Other,White
51111,Eric Clark,Male,White
51112,Lydia Peterkoch,Female,White
51113,Ernest Harada,Male,Asian
51114,Kevin Caldwell,Male,White
